MZ290450 iota_MZ290450
MZ071422 iota_MZ071422
MW987223 iota_MW987223
MZ009400 iota_MZ009400
MZ035282 iota_MZ035282
MZ005046 iota_MZ005046
MW944052 iota_MW944052
MZ179899 iota_MZ179899
MZ226129 iota_MZ226129
MZ142442 iota_MZ142442
MZ357627 iota_MZ357627
MZ317794 iota_MZ317794
MZ512974.1 iota_MZ512974.1
MZ316324 iota_MZ316324
MZ056123 iota_MZ056123
MW793561 iota_MW793561
MZ009085 iota_MZ009085
MZ225910 iota_MZ225910
MW891219 iota_MW891219
MZ213436 iota_MZ213436
MZ194938 iota_MZ194938
MZ253067 iota_MZ253067
MW944108 iota_MW944108
MW903384 iota_MW903384
MZ038836 iota_MZ038836
MZ537892.1 iota_MZ537892.1
MZ240247 iota_MZ240247
MW903391 iota_MW903391
MW940989 iota_MW940989
MZ257047 iota_MZ257047
MW965883 iota_MW965883
MZ131483 iota_MZ131483
MZ187870 iota_MZ187870
MW975980 iota_MW975980
MZ217470 iota_MZ217470
MZ337159 iota_MZ337159
MW750041 iota_MW750041
MZ074494 iota_MZ074494
MZ278400 iota_MZ278400
MZ228211 iota_MZ228211
MW959385 iota_MW959385
MZ188028 iota_MZ188028
MW931227 iota_MW931227
MZ056410 iota_MZ056410
MZ195065 iota_MZ195065
MZ216936 iota_MZ216936
MW945211 iota_MW945211
MZ491509.1 iota_MZ491509.1
MZ011903 iota_MZ011903
MZ035027 iota_MZ035027
MW942529 iota_MW942529
MW969503 iota_MW969503
MZ377775 iota_MZ377775
MZ349365 iota_MZ349365
MZ036582 iota_MZ036582
MZ212803 iota_MZ212803
MW941693 iota_MW941693
MZ060261 iota_MZ060261
MZ163189 iota_MZ163189
MZ410087.1 iota_MZ410087.1
MZ075533 iota_MZ075533
MZ065024 iota_MZ065024
MZ319251 iota_MZ319251
MZ536906.1 iota_MZ536906.1
MZ002782 iota_MZ002782
MZ261127 iota_MZ261127
MZ068742 iota_MZ068742
MZ006105 iota_MZ006105
MW987279 iota_MW987279
MZ294596 iota_MZ294596
MZ075588 iota_MZ075588
MW831671 iota_MW831671
MZ270949 iota_MZ270949
MZ215282 iota_MZ215282
MZ308269 iota_MZ308269
MW903368 iota_MW903368
MZ239841 iota_MZ239841
MZ307685 iota_MZ307685
MZ030235 iota_MZ030235
MZ006561 iota_MZ006561
MZ259033 iota_MZ259033
MZ036480 iota_MZ036480
MW904379 iota_MW904379
MW725702 iota_MW725702
MW901685 iota_MW901685
MW897487 iota_MW897487
MW904434 iota_MW904434
MZ131307 iota_MZ131307
MW945131 iota_MW945131
MZ316190 iota_MZ316190
MZ060860 iota_MZ060860
MZ025080 iota_MZ025080
MW975135 iota_MW975135
MZ061074 iota_MZ061074
MZ141580 iota_MZ141580
MZ153770 iota_MZ153770
MZ206428 iota_MZ206428
MW891827 iota_MW891827
MZ087968 iota_MZ087968
MZ074869 iota_MZ074869
MW993225 iota_MW993225
MZ032433 iota_MZ032433
MZ213437 iota_MZ213437
MZ279369 iota_MZ279369
MZ074485 iota_MZ074485
MZ006740 iota_MZ006740
MZ053863 iota_MZ053863
MW902472 iota_MW902472
MZ060897 iota_MZ060897
MZ492255.1 iota_MZ492255.1
MZ211251 iota_MZ211251
MZ132456 iota_MZ132456
MZ023184 iota_MZ023184
MZ164048 iota_MZ164048
MZ316287 iota_MZ316287
MZ415424.1 iota_MZ415424.1
MW966296 iota_MW966296
MZ090556 iota_MZ090556
MZ132616 iota_MZ132616
MZ491611.1 iota_MZ491611.1
MZ023969 iota_MZ023969
MZ284639 iota_MZ284639
MZ321541 iota_MZ321541
MZ225928 iota_MZ225928
MZ099938 iota_MZ099938
MZ038643 iota_MZ038643
MZ272742 iota_MZ272742
MZ493621.1 iota_MZ493621.1
MZ007020 iota_MZ007020
MZ228362 iota_MZ228362
MZ213648 iota_MZ213648
MZ069611 iota_MZ069611
MZ500430.1 iota_MZ500430.1
MW903519 iota_MW903519
MZ045267 iota_MZ045267
MZ160401 iota_MZ160401
MZ257254 iota_MZ257254
MZ434380.1 iota_MZ434380.1
MZ011261 iota_MZ011261
MZ257774 iota_MZ257774
MZ196056 iota_MZ196056
MZ161491 iota_MZ161491
MW891400 iota_MW891400
MZ280838 iota_MZ280838
MZ173113 iota_MZ173113
MZ075217 iota_MZ075217
MZ179510 iota_MZ179510
MZ257636 iota_MZ257636
MZ140564 iota_MZ140564
MZ390012 iota_MZ390012
MZ074217 iota_MZ074217
MZ252200 iota_MZ252200
MZ538084.1 iota_MZ538084.1
MZ257146 iota_MZ257146
MW959520 iota_MW959520
MZ046851 iota_MZ046851
MZ153714 iota_MZ153714
MZ283855 iota_MZ283855
MZ271636 iota_MZ271636
MW664409 iota_MW664409
MW964791 iota_MW964791
MZ377944 iota_MZ377944
MZ037064 iota_MZ037064
MZ206257 iota_MZ206257
MW986605 iota_MW986605
MZ076397 iota_MZ076397
MW991198 iota_MW991198
MZ191467 iota_MZ191467
MZ530227.1 iota_MZ530227.1
MZ181710 iota_MZ181710
MZ214741 iota_MZ214741
MZ074878 iota_MZ074878
MZ035208 iota_MZ035208
MZ372658 iota_MZ372658
MZ145447 iota_MZ145447
MZ032465 iota_MZ032465
MZ055978 iota_MZ055978
MZ035768 iota_MZ035768
MZ179902 iota_MZ179902
MZ462831.1 iota_MZ462831.1
MW902752 iota_MW902752
MZ194224 iota_MZ194224
MZ288665 iota_MZ288665
MZ156635 iota_MZ156635
MZ342196 iota_MZ342196
MZ497914.1 iota_MZ497914.1
MW944708 iota_MW944708
MW985217 iota_MW985217
MZ159199 iota_MZ159199
MZ062203 iota_MZ062203
MZ181085 iota_MZ181085
MZ076931 iota_MZ076931
MZ270765 iota_MZ270765
MZ376595 iota_MZ376595
MZ378259 iota_MZ378259
MZ012484 iota_MZ012484
MZ181111 iota_MZ181111
MZ035925 iota_MZ035925
MZ060588 iota_MZ060588
MZ000550 iota_MZ000550
MW941966 iota_MW941966
MZ084777 iota_MZ084777
MZ284553 iota_MZ284553
MW930159 iota_MW930159
MZ252240 iota_MZ252240
MZ142663 iota_MZ142663
MZ192404 iota_MZ192404
MZ282114 iota_MZ282114
MZ430615.1 iota_MZ430615.1
MZ257010 iota_MZ257010
MZ163925 iota_MZ163925
MZ257018 iota_MZ257018
MZ158989 iota_MZ158989
MW903864 iota_MW903864
MZ003044 iota_MZ003044
MZ226300 iota_MZ226300
MZ217867 iota_MZ217867
MW944847 iota_MW944847
MZ256256 iota_MZ256256
MZ390560 iota_MZ390560
MZ315417 iota_MZ315417
MZ213447 iota_MZ213447
MZ296442 iota_MZ296442
MZ497890.1 iota_MZ497890.1
MZ194813 iota_MZ194813
MZ212622 iota_MZ212622
MZ283116 iota_MZ283116
MW942455 iota_MW942455
MW943499 iota_MW943499
MW969177 iota_MW969177
MZ217857 iota_MZ217857
MZ239357 iota_MZ239357
MZ145399 iota_MZ145399
MW890743 iota_MW890743
MW993426 iota_MW993426
MZ253084 iota_MZ253084
MW976658 iota_MW976658
MZ153872 iota_MZ153872
MZ389943 iota_MZ389943
MZ024776 iota_MZ024776
MZ471724.1 iota_MZ471724.1
MZ279470 iota_MZ279470
MW931050 iota_MW931050
MZ071303 iota_MZ071303
MW985203 iota_MW985203
MZ187313 iota_MZ187313
MZ253531 iota_MZ253531
MZ308228 iota_MZ308228
MZ086117 iota_MZ086117
MZ195105 iota_MZ195105
MZ500163.1 iota_MZ500163.1
MZ035945 iota_MZ035945
MW985265 iota_MW985265
MW986285 iota_MW986285
MZ084412 iota_MZ084412
MZ240568 iota_MZ240568
MZ146039 iota_MZ146039
MZ252241 iota_MZ252241
MZ228664 iota_MZ228664
MZ282945 iota_MZ282945
MZ342221 iota_MZ342221
MW944209 iota_MW944209
MZ101436 iota_MZ101436
MZ030196 iota_MZ030196
MZ187846 iota_MZ187846
MZ245029 iota_MZ245029
MZ281171 iota_MZ281171
MZ321400 iota_MZ321400
MZ279162 iota_MZ279162
MZ401572.1 iota_MZ401572.1
MZ518543.1 iota_MZ518543.1
MZ021718 iota_MZ021718
MZ037354 iota_MZ037354
MZ363171 iota_MZ363171
MZ023837 iota_MZ023837
MW945247 iota_MW945247
MZ271310 iota_MZ271310
MW986307 iota_MW986307
MZ307739 iota_MZ307739
MZ291348 iota_MZ291348
MW966713 iota_MW966713
MZ061286 iota_MZ061286
MW944926 iota_MW944926
MZ161347 iota_MZ161347
MZ195341 iota_MZ195341
MZ242519 iota_MZ242519
MZ451510.1 iota_MZ451510.1
MZ501398.1 iota_MZ501398.1
MW915150 iota_MW915150
MZ362470 iota_MZ362470
MZ002969 iota_MZ002969
MZ075358 iota_MZ075358
MZ212058 iota_MZ212058
MZ453809.1 iota_MZ453809.1
MZ023052 iota_MZ023052
MZ035981 iota_MZ035981
MZ290829 iota_MZ290829
MZ164706 iota_MZ164706
MZ390967 iota_MZ390967
MZ570699.1 iota_MZ570699.1
MW944131 iota_MW944131
MW870728 iota_MW870728
MZ075362 iota_MZ075362
MZ186239 iota_MZ186239
MZ149879 iota_MZ149879
MW987155 iota_MW987155
MZ181186 iota_MZ181186
MW880549 iota_MW880549
MW976543 iota_MW976543
MZ189539 iota_MZ189539
MW902836 iota_MW902836
MZ225809 iota_MZ225809
MW891217 iota_MW891217
MZ133196 iota_MZ133196
MZ140637 iota_MZ140637
MZ371651 iota_MZ371651
MW966061 iota_MW966061
MZ161310 iota_MZ161310
MZ283902 iota_MZ283902
MZ372931 iota_MZ372931
MZ030036 iota_MZ030036
MZ253254 iota_MZ253254
MW987386 iota_MW987386
MZ253074 iota_MZ253074
MZ008805 iota_MZ008805
MZ072171 iota_MZ072171
MW890735 iota_MW890735
MZ213833 iota_MZ213833
MZ156007 iota_MZ156007
MZ287996 iota_MZ287996
MZ239825 iota_MZ239825
MZ059949 iota_MZ059949
MZ025685 iota_MZ025685
MZ159076 iota_MZ159076
MZ353823 iota_MZ353823
MZ039078 iota_MZ039078
MZ252452 iota_MZ252452
MZ280233 iota_MZ280233
MZ072176 iota_MZ072176
MZ023520 iota_MZ023520
MZ086236 iota_MZ086236
MZ037991 iota_MZ037991
MZ202020 iota_MZ202020
MZ341703 iota_MZ341703
MW941432 iota_MW941432
MZ015064 iota_MZ015064
MZ280893 iota_MZ280893
MZ499400.1 iota_MZ499400.1
MZ266712 iota_MZ266712
MW975748 iota_MW975748
MZ498928.1 iota_MZ498928.1
MZ029773 iota_MZ029773
MZ195968 iota_MZ195968
MZ037516 iota_MZ037516
MZ071695 iota_MZ071695
MZ315859 iota_MZ315859
MZ072469 iota_MZ072469
MZ085336 iota_MZ085336
MW892340 iota_MW892340
MZ085291 iota_MZ085291
MZ171902 iota_MZ171902
MW986174 iota_MW986174
MZ006474 iota_MZ006474
MZ231640 iota_MZ231640
MZ030071 iota_MZ030071
MZ036285 iota_MZ036285
MZ454748.1 iota_MZ454748.1
MZ085728 iota_MZ085728
MZ149810 iota_MZ149810
MZ071441 iota_MZ071441
MW985688 iota_MW985688
MZ013873 iota_MZ013873
MZ398732.1 iota_MZ398732.1
MZ539265.1 iota_MZ539265.1
MZ076039 iota_MZ076039
MW863090 iota_MW863090
MZ021699 iota_MZ021699
MW985940 iota_MW985940
MZ025493 iota_MZ025493
MZ141674 iota_MZ141674
MW938084 iota_MW938084
MZ002464 iota_MZ002464
MZ368247 iota_MZ368247
MZ131231 iota_MZ131231
MZ331162 iota_MZ331162
MZ083500 iota_MZ083500
MZ155983 iota_MZ155983
MW968367 iota_MW968367
MW975543 iota_MW975543
MZ179894 iota_MZ179894
MW975844 iota_MW975844
MZ034830 iota_MZ034830
MZ180897 iota_MZ180897
MZ533516.1 iota_MZ533516.1
MW975179 iota_MW975179
MW993593 iota_MW993593
MZ154139 iota_MZ154139
MZ337081 iota_MZ337081
MZ553956.1 iota_MZ553956.1
MW986499 iota_MW986499
MZ216894 iota_MZ216894
MZ083586 iota_MZ083586
MZ180403 iota_MZ180403
MZ164867 iota_MZ164867
MW820257 iota_MW820257
MZ025422 iota_MZ025422
MZ143533 iota_MZ143533
MZ258257 iota_MZ258257
MZ141545 iota_MZ141545
MZ181239 iota_MZ181239
MW888058 iota_MW888058
MZ100742 iota_MZ100742
MZ211037 iota_MZ211037
MW880581 iota_MW880581
MW943765 iota_MW943765
MZ470779.1 iota_MZ470779.1
MZ372975 iota_MZ372975
MZ232520 iota_MZ232520
MZ207829 iota_MZ207829
MZ321127 iota_MZ321127
MZ082909 iota_MZ082909
MZ085977 iota_MZ085977
MZ306683 iota_MZ306683
MZ056221 iota_MZ056221
MZ278945 iota_MZ278945
MW975334 iota_MW975334
MZ172720 iota_MZ172720
MZ214919 iota_MZ214919
MZ252595 iota_MZ252595
MZ491048.1 iota_MZ491048.1
MZ288332 iota_MZ288332
MZ212265 iota_MZ212265
MZ021211 iota_MZ021211
MZ036753 iota_MZ036753
MZ173360 iota_MZ173360
MZ145612 iota_MZ145612
MZ214724 iota_MZ214724
MZ000944 iota_MZ000944
MZ275196 iota_MZ275196
MZ167752 iota_MZ167752
MZ060221 iota_MZ060221
MZ164032 iota_MZ164032
MZ206224 iota_MZ206224
MZ354163 iota_MZ354163
MZ398009.1 iota_MZ398009.1
MZ362499 iota_MZ362499
MW902433 iota_MW902433
MZ024537 iota_MZ024537
MW976012 iota_MW976012
MZ037517 iota_MZ037517
MZ318997 iota_MZ318997
MZ007076 iota_MZ007076
MZ450020.1 iota_MZ450020.1
MZ076379 iota_MZ076379
MZ072328 iota_MZ072328
MZ012805 iota_MZ012805
MZ320856 iota_MZ320856
MW944899 iota_MW944899
MW994227 iota_MW994227
MZ353838 iota_MZ353838
MZ432392.1 iota_MZ432392.1
MW932633 iota_MW932633
MW988834 iota_MW988834
MW969305 iota_MW969305
MZ291030 iota_MZ291030
MZ059125 iota_MZ059125
MZ002889 iota_MZ002889
MW945105 iota_MW945105
MW975664 iota_MW975664
MZ021859 iota_MZ021859
MZ282414 iota_MZ282414
MZ429157.1 iota_MZ429157.1
MZ059669 iota_MZ059669
MZ156711 iota_MZ156711
MZ185786 iota_MZ185786
MZ280835 iota_MZ280835
MW897496 iota_MW897496
MW988637 iota_MW988637
MZ180341 iota_MZ180341
MZ011886 iota_MZ011886
MZ030176 iota_MZ030176
MZ472117.1 iota_MZ472117.1
MZ354586 iota_MZ354586
MZ030564 iota_MZ030564
MZ133013 iota_MZ133013
MZ210747 iota_MZ210747
MZ260216 iota_MZ260216
MZ032605 iota_MZ032605
MZ060906 iota_MZ060906
MZ142349 iota_MZ142349
MW945058 iota_MW945058
MZ193470 iota_MZ193470
MZ278752 iota_MZ278752
MZ023089 iota_MZ023089
MZ316243 iota_MZ316243
MZ009618 iota_MZ009618
MZ060931 iota_MZ060931
MW932102 iota_MW932102
MZ101690 iota_MZ101690
MZ244551 iota_MZ244551
MZ275197 iota_MZ275197
MW964992 iota_MW964992
MZ038704 iota_MZ038704
MZ194884 iota_MZ194884
MW941314 iota_MW941314
MZ290990 iota_MZ290990
MZ045243 iota_MZ045243
MZ353737 iota_MZ353737
MZ213423 iota_MZ213423
MZ337205 iota_MZ337205
MW907358 iota_MW907358
MZ270757 iota_MZ270757
MZ152598 iota_MZ152598
MZ164435 iota_MZ164435
MW966641 iota_MW966641
MZ493459.1 iota_MZ493459.1
MZ072192 iota_MZ072192
MZ283389 iota_MZ283389
MZ278859 iota_MZ278859
MZ565936.1 iota_MZ565936.1
MZ215111 iota_MZ215111
MZ011848 iota_MZ011848
MZ061416 iota_MZ061416
MZ186861 iota_MZ186861
MZ072648 iota_MZ072648
MZ207739 iota_MZ207739
MZ290764 iota_MZ290764
MZ025097 iota_MZ025097
MW976273 iota_MW976273
MZ101296 iota_MZ101296
MZ167456 iota_MZ167456
MZ252453 iota_MZ252453
MW944364 iota_MW944364
MZ064676 iota_MZ064676
MW902945 iota_MW902945
MZ287886 iota_MZ287886
MZ376143 iota_MZ376143
MW975342 iota_MW975342
MZ029976 iota_MZ029976
MZ164739 iota_MZ164739
MW975592 iota_MW975592
MZ187380 iota_MZ187380
MZ344623 iota_MZ344623
MW976479 iota_MW976479
MW986284 iota_MW986284
MZ210699 iota_MZ210699
MZ259407 iota_MZ259407
MZ372823 iota_MZ372823
MZ025288 iota_MZ025288
MZ086614 iota_MZ086614
MZ498476.1 iota_MZ498476.1
MW891819 iota_MW891819
MW975406 iota_MW975406
MZ161660 iota_MZ161660
MZ237252 iota_MZ237252
MW880415 iota_MW880415
MZ064940 iota_MZ064940
MZ188600 iota_MZ188600
MZ282577 iota_MZ282577
MZ538042.1 iota_MZ538042.1
MZ029912 iota_MZ029912
MZ210640 iota_MZ210640
MZ193128 iota_MZ193128
MW985757 iota_MW985757
MZ060629 iota_MZ060629
MZ499378.1 iota_MZ499378.1
MW907096 iota_MW907096
MZ455016.1 iota_MZ455016.1
MZ257771 iota_MZ257771
MZ278817 iota_MZ278817
MZ372919 iota_MZ372919
MZ259282 iota_MZ259282
MZ430921.1 iota_MZ430921.1
MZ145925 iota_MZ145925
MZ021251 iota_MZ021251
MZ254194 iota_MZ254194
MZ100767 iota_MZ100767
MZ083921 iota_MZ083921
MZ133099 iota_MZ133099
MZ497916.1 iota_MZ497916.1
MZ045282 iota_MZ045282
MZ153884 iota_MZ153884
MZ055974 iota_MZ055974
MZ385983 iota_MZ385983
MW942569 iota_MW942569
MZ497939.1 iota_MZ497939.1
MZ075822 iota_MZ075822
MZ351825 iota_MZ351825
MZ213456 iota_MZ213456
MZ306777 iota_MZ306777
MZ237532 iota_MZ237532
MZ038765 iota_MZ038765
MZ261405 iota_MZ261405
MZ376184 iota_MZ376184
MZ215360 iota_MZ215360
MZ304899 iota_MZ304899
MW932165 iota_MW932165
MZ212737 iota_MZ212737
MZ282865 iota_MZ282865
MZ315486 iota_MZ315486
MZ084957 iota_MZ084957
MZ132826 iota_MZ132826
MZ090274 iota_MZ090274
MZ212397 iota_MZ212397
MZ283454 iota_MZ283454
MW915129 iota_MW915129
MZ075360 iota_MZ075360
MZ160278 iota_MZ160278
MZ073550 iota_MZ073550
MZ311064 iota_MZ311064
MZ331033 iota_MZ331033
MZ009529 iota_MZ009529
MZ210298 iota_MZ210298
MZ357563 iota_MZ357563
MZ036662 iota_MZ036662
MZ283616 iota_MZ283616
MZ013768 iota_MZ013768
MZ086653 iota_MZ086653
MZ278053 iota_MZ278053
MW750152 iota_MW750152
MW994307 iota_MW994307
MZ100109 iota_MZ100109
MZ283952 iota_MZ283952
MZ353987 iota_MZ353987
MZ007234 iota_MZ007234
MZ007057 iota_MZ007057
MW915118 iota_MW915118
MZ035073 iota_MZ035073
MZ316965 iota_MZ316965
MZ009771 iota_MZ009771
MZ163359 iota_MZ163359
MZ240028 iota_MZ240028
MZ021168 iota_MZ021168
MZ022741 iota_MZ022741
MZ024516 iota_MZ024516
MZ085285 iota_MZ085285
MW987026 iota_MW987026
MZ164814 iota_MZ164814
MZ454470.1 iota_MZ454470.1
MZ210855 iota_MZ210855
MW904462 iota_MW904462
MZ065027 iota_MZ065027
MZ228711 iota_MZ228711
MZ025683 iota_MZ025683
MW943892 iota_MW943892
MZ202887 iota_MZ202887
MZ214927 iota_MZ214927
MZ140616 iota_MZ140616
MW986426 iota_MW986426
MZ201796 iota_MZ201796
MZ450749.1 iota_MZ450749.1
MZ410099.1 iota_MZ410099.1
MZ532284.1 iota_MZ532284.1
MZ283560 iota_MZ283560
MZ236392 iota_MZ236392
MZ131847 iota_MZ131847
MW904469 iota_MW904469
MZ187980 iota_MZ187980
MZ281571 iota_MZ281571
MZ035042 iota_MZ035042
MZ260508 iota_MZ260508
MZ308014 iota_MZ308014
MW966828 iota_MW966828
MW986815 iota_MW986815
MZ055033 iota_MZ055033
MZ161575 iota_MZ161575
MZ253204 iota_MZ253204
MW985491 iota_MW985491
MZ237787 iota_MZ237787
MZ011346 iota_MZ011346
MZ056431 iota_MZ056431
MZ440624.1 iota_MZ440624.1
MZ100398 iota_MZ100398
MZ341575 iota_MZ341575
MW968755 iota_MW968755
MW972336 iota_MW972336
MZ141898 iota_MZ141898
MZ210664 iota_MZ210664
MZ237662 iota_MZ237662
MZ282455 iota_MZ282455
MZ002880 iota_MZ002880
MW967521 iota_MW967521
MW976181 iota_MW976181
MZ291141 iota_MZ291141
MZ390370 iota_MZ390370
MZ024744 iota_MZ024744
MZ082234 iota_MZ082234
MZ349236 iota_MZ349236
MZ102171 iota_MZ102171
MZ036370 iota_MZ036370
MW901876 iota_MW901876
MW931369 iota_MW931369
MZ038882 iota_MZ038882
MZ389961 iota_MZ389961
MW944050 iota_MW944050
MZ214865 iota_MZ214865
MZ206451 iota_MZ206451
MZ179661 iota_MZ179661
MZ308181 iota_MZ308181
MZ240001 iota_MZ240001
MZ076063 iota_MZ076063
MZ074238 iota_MZ074238
MZ186465 iota_MZ186465
MZ201784 iota_MZ201784
MW965890 iota_MW965890
MZ002339 iota_MZ002339
MZ053667 iota_MZ053667
MZ258169 iota_MZ258169
MZ341819 iota_MZ341819
MW968293 iota_MW968293
MZ152409 iota_MZ152409
MZ170580 iota_MZ170580
MZ296651 iota_MZ296651
MW901875 iota_MW901875
MZ278956 iota_MZ278956
MZ060477 iota_MZ060477
MZ455233.1 iota_MZ455233.1
MZ282629 iota_MZ282629
MW945089 iota_MW945089
MZ398810.1 iota_MZ398810.1
MZ257268 iota_MZ257268
MZ290694 iota_MZ290694
MW793558 iota_MW793558
MW901707 iota_MW901707
MZ083763 iota_MZ083763
MZ181095 iota_MZ181095
MZ282306 iota_MZ282306
MZ156701 iota_MZ156701
MZ083797 iota_MZ083797
MZ033149 iota_MZ033149
MZ173020 iota_MZ173020
MZ163302 iota_MZ163302
MZ030490 iota_MZ030490
MZ231442 iota_MZ231442
MZ083517 iota_MZ083517
MZ390750 iota_MZ390750
MZ167018 iota_MZ167018
MZ337323 iota_MZ337323
MZ371994 iota_MZ371994
MZ172993 iota_MZ172993
MZ537952.1 iota_MZ537952.1
MZ011705 iota_MZ011705
MZ180529 iota_MZ180529
MZ006771 iota_MZ006771
MW751583 iota_MW751583
MZ498613.1 iota_MZ498613.1
MZ140918 iota_MZ140918
MZ167064 iota_MZ167064
MW968996 iota_MW968996
MZ035440 iota_MZ035440
MZ184759 iota_MZ184759
MW892206 iota_MW892206
MZ231516 iota_MZ231516
MZ213270 iota_MZ213270
MZ319033 iota_MZ319033
MZ201886 iota_MZ201886
MZ207330 iota_MZ207330
MZ179852 iota_MZ179852
MZ401805.1 iota_MZ401805.1
MZ006709 iota_MZ006709
MW975088 iota_MW975088
MW975356 iota_MW975356
MZ173418 iota_MZ173418
MZ256139 iota_MZ256139
MW945155 iota_MW945155
MZ145878 iota_MZ145878
MZ498835.1 iota_MZ498835.1
MZ059520 iota_MZ059520
MZ159004 iota_MZ159004
MZ321159 iota_MZ321159
MZ180836 iota_MZ180836
MW941489 iota_MW941489
MZ275089 iota_MZ275089
MZ231383 iota_MZ231383
MZ153951 iota_MZ153951
MZ258561 iota_MZ258561
MZ282589 iota_MZ282589
MW903754 iota_MW903754
MZ032781 iota_MZ032781
MZ512577.1 iota_MZ512577.1
MZ566251.1 iota_MZ566251.1
MW943953 iota_MW943953
MZ006610 iota_MZ006610
MZ154084 iota_MZ154084
MW891558 iota_MW891558
MZ033206 iota_MZ033206
MW935713 iota_MW935713
MW892668 iota_MW892668
MW987166 iota_MW987166
MZ141704 iota_MZ141704
MZ288320 iota_MZ288320
MZ039430 iota_MZ039430
MZ142320 iota_MZ142320
MZ337275 iota_MZ337275
MW944818 iota_MW944818
MZ317822 iota_MZ317822
MZ282079 iota_MZ282079
MW904253 iota_MW904253
MZ210637 iota_MZ210637
MZ193314 iota_MZ193314
MZ497930.1 iota_MZ497930.1
MZ143141 iota_MZ143141
MZ179353 iota_MZ179353
MZ282747 iota_MZ282747
MZ291222 iota_MZ291222
MZ022431 iota_MZ022431
MZ228175 iota_MZ228175
MZ257932 iota_MZ257932
MZ179556 iota_MZ179556
MZ257360 iota_MZ257360
MZ500412.1 iota_MZ500412.1
MZ210082 iota_MZ210082
MW945192 iota_MW945192
MW894045 iota_MW894045
MZ184810 iota_MZ184810
MZ131677 iota_MZ131677
MZ342685 iota_MZ342685
MZ210506 iota_MZ210506
MZ046924 iota_MZ046924
MW891344 iota_MW891344
MW975778 iota_MW975778
MZ036240 iota_MZ036240
MZ498564.1 iota_MZ498564.1
MZ082178 iota_MZ082178
MZ511523.1 iota_MZ511523.1
MZ390541 iota_MZ390541
MW994110 iota_MW994110
MZ132240 iota_MZ132240
MZ181217 iota_MZ181217
MZ343578 iota_MZ343578
MW931115 iota_MW931115
MW985826 iota_MW985826
MZ173181 iota_MZ173181
MZ337257 iota_MZ337257
MZ268285 iota_MZ268285
MZ491736.1 iota_MZ491736.1
MZ161259 iota_MZ161259
MW976765 iota_MW976765
MZ141632 iota_MZ141632
MZ331116 iota_MZ331116
MZ149794 iota_MZ149794
MZ450055.1 iota_MZ450055.1
MZ086382 iota_MZ086382
MZ316315 iota_MZ316315
MZ163751 iota_MZ163751
MZ154416 iota_MZ154416
MZ233490 iota_MZ233490
MZ167747 iota_MZ167747
MZ238604 iota_MZ238604
MZ062135 iota_MZ062135
MZ278648 iota_MZ278648
MW959433 iota_MW959433
MZ163698 iota_MZ163698
MZ454790.1 iota_MZ454790.1
MZ405193.1 iota_MZ405193.1
MZ226386 iota_MZ226386
MW945132 iota_MW945132
MZ055066 iota_MZ055066
MZ069380 iota_MZ069380
MZ533207.1 iota_MZ533207.1
MW966235 iota_MW966235
MZ295414 iota_MZ295414
MZ075885 iota_MZ075885
MZ173059 iota_MZ173059
MW976681 iota_MW976681
MZ140419 iota_MZ140419
MW976573 iota_MW976573
MW987257 iota_MW987257
MZ195944 iota_MZ195944
MZ450277.1 iota_MZ450277.1
MZ512807.1 iota_MZ512807.1
MW931452 iota_MW931452
MZ062114 iota_MZ062114
MW750075 iota_MW750075
MZ084051 iota_MZ084051
MW994326 iota_MW994326
MZ290312 iota_MZ290312
MZ034781 iota_MZ034781
MZ179579 iota_MZ179579
MZ317771 iota_MZ317771
MZ068478 iota_MZ068478
MZ257614 iota_MZ257614
MZ294171 iota_MZ294171
MW894347 iota_MW894347
MZ317797 iota_MZ317797
MW892332 iota_MW892332
MW942327 iota_MW942327
MZ000455 iota_MZ000455
MZ038634 iota_MZ038634
MZ531481.1 iota_MZ531481.1
MZ512791.1 iota_MZ512791.1
MZ259039 iota_MZ259039
MZ021088 iota_MZ021088
MZ184845 iota_MZ184845
MZ371426 iota_MZ371426
MZ064960 iota_MZ064960
MZ069193 iota_MZ069193
MZ101037 iota_MZ101037
MZ566075.1 iota_MZ566075.1
MZ025677 iota_MZ025677
MZ212809 iota_MZ212809
MZ384359 iota_MZ384359
MZ180629 iota_MZ180629
MZ295325 iota_MZ295325
MZ086121 iota_MZ086121
MZ284210 iota_MZ284210
MW931217 iota_MW931217
MZ102198 iota_MZ102198
MZ315961 iota_MZ315961
MZ491737.1 iota_MZ491737.1
MZ307977 iota_MZ307977
MZ283303 iota_MZ283303
MZ279620 iota_MZ279620
MZ022830 iota_MZ022830
MZ037947 iota_MZ037947
MZ045367 iota_MZ045367
MZ048040 iota_MZ048040
MZ142339 iota_MZ142339
MZ163875 iota_MZ163875
MZ252562 iota_MZ252562
MZ226290 iota_MZ226290
MZ288680 iota_MZ288680
MW943805 iota_MW943805
MW930132 iota_MW930132
MW943985 iota_MW943985
MW943277 iota_MW943277
MZ159208 iota_MZ159208
MZ511344.1 iota_MZ511344.1
MW969277 iota_MW969277
MZ003045 iota_MZ003045
MZ023241 iota_MZ023241
MZ306570 iota_MZ306570
MZ166718 iota_MZ166718
MW891047 iota_MW891047
MW891119 iota_MW891119
MW931464 iota_MW931464
MZ054047 iota_MZ054047
MZ257314 iota_MZ257314
