MN908947 B.1_MN908947
MZ235448 B.1.2_MZ235448
MZ008665 B.1.2_MZ008665
MW523460 B.1.1.519_MW523460
MT810552 A.1_MT810552
MW564723 B.1.232_MW564723
MW750946 B.1.596_MW750946
MW065078 B.1.265_MW065078
MW276430 B.1.139_MW276430
MT810924 B.1.166_MT810924
MW987664 B.1.243_MW987664
MW154209 D.2_MW154209
MW276556 B.1.243_MW276556
MT632621 A.1_MT632621
MW763752 B.1.311_MW763752
MW779141 B.1.2_MW779141
MW365259 C.26_MW365259
MW593454 B.1_MW593454
MT971688 D.2_MT971688
MW638468 B.1.2_MW638468
MZ489837.1 B.1.2_MZ489837.1
MW943319 B.1.429_MW943319
MZ373600 B.1.199_MZ373600
MT873078 B.1_MT873078
MT740395 B.1.1.25_MT740395
MW963453 B.1.1.519_MW963453
MW668895 B.1.596_MW668895
MW868459 B.1.1_MW868459
MW739764 B.1.550_MW739764
MW985613 R.1_MW985613
MW942249 B.1.2_MW942249
MW467505 B_MW467505
MW636794 B.1.400_MW636794
MT451105 A.1_MT451105
MW634132 B.1.596_MW634132
MW870293 B.1.1.519_MW870293
MZ500876.1 B.1.265_MZ500876.1
MW349057 B.1.564_MW349057
MT325578 A.1_MT325578
MW780356 B.1.2_MW780356
MT642407 A.1_MT642407
MW524964 B.1.582_MW524964
MW813454 B.1.1.348_MW813454
MW708321 B.1.595_MW708321
MW851767 B.1.1_MW851767
MW808628 B.1.2_MW808628
MW246623 B.1.612_MW246623
MW868705 B.1.2_MW868705
MW617757 B.1.1.316_MW617757
MW758788 B.1.243_MW758788
MZ238182 B.1.623_MZ238182
MW667464 B.1.2_MW667464
MT971619 D.2_MT971619
MZ257483 B.1.2_MZ257483
MW942980 B.1.544_MW942980
MW701168 B.1.2_MW701168
MZ084391 B.1.2_MZ084391
MW701980 B.1.232_MW701980
MW850145 B.1.265_MW850145
MT919777 B.1.1.63_MT919777
MZ259176 B.1.2_MZ259176
MW681067 B.1.2_MW681067
MW966378 B.1.1.519_MW966378
MZ412386.1 B.1.160_MZ412386.1
MT614477 B.1_MT614477
MW491217 B.1.509_MW491217
MW648290 B.1.1.222_MW648290
MW825839 B.1.2_MW825839
MT876433 B.1.1.25_MT876433
MW634601 B.1.1.434_MW634601
MT994927 B.1_MT994927
MW829336 C.36_MW829336
MW521685 B.1.306_MW521685
MW733773 B.1.2_MW733773
MT642401 B.1_MT642401
MZ518186.1 B.1.400_MZ518186.1
MZ313049 B.1.234_MZ313049
MW904296 B.1.2_MW904296
MZ258967 B.1.2_MZ258967
MW631730 B.1.596_MW631730
MW153585 D.2_MW153585
MZ210160 B.1.2_MZ210160
MT470117 B.1_MT470117
MZ060240 B.1.1.519_MZ060240
MW941326 B.1.243_MW941326
MW365224 B.1_MW365224
MW763192 B.1.2_MW763192
MT642154 A.1_MT642154
MW916440 B.1.349_MW916440
MW681513 B.1.243_MW681513
MZ373698 B.1.2_MZ373698
MZ543377.1 B.1_MZ543377.1
MT461615 A.1_MT461615
MW154816 D.2_MW154816
MW332766 B.1.2_MW332766
MW763232 B.1_MW763232
MT820132 B.1_MT820132
MT970321 D.2_MT970321
MT451580 B.1.319_MT451580
MT428552 B.1_MT428552
MW634474 B.1.2_MW634474
MZ442422.1 B.1.2_MZ442422.1
MW735584 B.1.609_MW735584
MW930428 B.1.265_MW930428
MT325627 B.1_MT325627
MW155848 D.2_MW155848
MW903047 B.1.2_MW903047
MW593671 B.1_MW593671
MW795913 B.1.2_MW795913
MW778095 B.1.243_MW778095
MW777737 B.1.2_MW777737
MZ444219.1 B.1.240_MZ444219.1
MZ089956 B.1.2_MZ089956
MW780226 B.1.1.519_MW780226
MW995106 B.1.1.519_MW995106
MW596097 B.1.265_MW596097
MT971790 D.2_MT971790
MW767576 B.1.2_MW767576
MW804863 B.1.2_MW804863
MW701207 B.1.2_MW701207
MW864440 B.1.2_MW864440
MW902671 B.1.1.519_MW902671
MW680588 B.1.2_MW680588
MW944046 B.1.1.348_MW944046
MW696762 B.1.2_MW696762
MT461603 B.1.371_MT461603
MT911562 A.1_MT911562
MW890600 B.1.2_MW890600
MW804926 B.1.2_MW804926
MW720374 B.1.2_MW720374
MT627266 A.1_MT627266
MW804817 B.1.2_MW804817
MW634114 B.1.596_MW634114
MT821596 B.1.1.26_MT821596
MW153448 D.2_MW153448
MW943170 R.1_MW943170
MT811299 B.1_MT811299
MW596038 B.1.2_MW596038
MW925530 B.1.349_MW925530
MW586410 B.1.2_MW586410
MT706421 B.1_MT706421
MZ049757 B.1.2_MZ049757
MT972057 D.2_MT972057
MZ449181.1 B.1_MZ449181.1
MW704396 B.1.595_MW704396
MW986843 B.1.2_MW986843
MW672664 B.1_MW672664
MW064363 B.1_MW064363
MZ003093 B.1.2_MZ003093
MT973216 D.2_MT973216
MW749414 B.1.2_MW749414
MW420182 B.1.2_MW420182
MZ433567.1 B.1.371_MZ433567.1
MW666203 B.1.1.434_MW666203
MW279420 B.1.2_MW279420
MW942474 B.1.2_MW942474
MW938708 B.1.2_MW938708
MT251975 A.1_MT251975
MW154696 D.2_MW154696
MW990637 B.1_MW990637
MW738809 B.1_MW738809
MT450889 B.1.332_MT450889
MW877015 B.1.2_MW877015
MW848145 B.1.2_MW848145
MW993995 B.1_MW993995
MZ215353 B.1.1.519_MZ215353
MZ494128.1 B.1.1.231_MZ494128.1
MT325577 B.1.111_MT325577
MW634066 B.1.2_MW634066
MW749258 B.1.2_MW749258
MW562041 B.1.577_MW562041
MW191341 B.1_MW191341
MW320838 D.2_MW320838
MZ543357.1 B.1.1.33_MZ543357.1
MW891238 B.1.1.519_MW891238
MW621466 B.1.2_MW621466
MZ236472 B.1.2_MZ236472
MW001277 B.1_MW001277
MW703177 B.1.2_MW703177
MW277127 D.2_MW277127
MW522469 B.1.596_MW522469
MT628139 B.1.1_MT628139
MT670021 B.1.111_MT670021
MW487285 B.1.234_MW487285
MW634284 B.1.2_MW634284
MZ471614.1 B.1.596_MZ471614.1
MW728485 B.1.596_MW728485
MW974580 B.1.2_MW974580
MT821631 B.1.1.26_MT821631
MT821668 A.1_MT821668
MT971872 D.2_MT971872
MW550149 B.1.369_MW550149
MW586479 B.1.595_MW586479
MZ404447.1 C.23_MZ404447.1
MW030203 B.1.1_MW030203
MZ328031 B.1.36.31_MZ328031
MZ368286 B.1.623_MZ368286
MW067712 B.1_MW067712
MZ500286.1 R.1_MZ500286.1
MW596102 B.1.375_MW596102
MW420802 B.1.2_MW420802
MW420481 B.1.425_MW420481
MZ363525.1 B.1.445_MZ363525.1
MT370942 B.1_MT370942
MW897414 B.1.1_MW897414
MW923470 B.1.349_MW923470
MW972553 B.1.241_MW972553
MT472621 B.1_MT472621
MW816985 B.1.2_MW816985
MW985276 B.1.517_MW985276
MW835055 B.1.2_MW835055
MW992941 B.1.1.25_MW992941
MW486280 B.1.2_MW486280
MW993217 B.1.1.519_MW993217
MW343741 B.1.1.186_MW343741
MW863929 B.1.2_MW863929
MZ009208 B.1_MZ009208
MW154612 D.2_MW154612
MW522487 B.1.2_MW522487
MZ043015 C.36_MZ043015
MW780831 B.1.2_MW780831
MW772040 B.1.1.519_MW772040
MW306319 B.1.399_MW306319
MW550013 B.1.311_MW550013
MW320906 D.2_MW320906
MW153115 D.2_MW153115
MW411896 B.1.2_MW411896
MT451272 B.29_MT451272
MT457394 B.11_MT457394
MZ414436.1 B.1.1.420_MZ414436.1
MW513639 B.1.2_MW513639
MZ500032.1 B.1.311_MZ500032.1
MW486363 B.1.2_MW486363
MW645495 B.1.503_MW645495
MZ462784.1 B.1.1.519_MZ462784.1
MZ505853.1 B.1.1.432_MZ505853.1
MW777763 B.1.2_MW777763
MT873451 B.1_MT873451
MW804826 B.1.1.316_MW804826
MW583258 B.1.375_MW583258
MT633036 A.1_MT633036
MW671728 B.1.2_MW671728
MZ203230 B.1.1.519_MZ203230
MW993574 B.1.429_MW993574
MW420789 B.1_MW420789
MW778508 B.1.2_MW778508
MW928344 B.1.2_MW928344
MW454661 B.1.509_MW454661
MW734222 B.1.1.519_MW734222
MW040648 B.1_MW040648
MZ266441 B.1.36.27_MZ266441
MT966156 B.1.320_MT966156
MT969512 D.2_MT969512
MW733674 B.1.2_MW733674
MW986194 B.1.575_MW986194
MW812637 B.1.1.519_MW812637
MW681120 B.1.369_MW681120
MW693872 B.1.2_MW693872
MT834676 N.1_MT834676
MW494380 B.1.2_MW494380
MW593653 B.1.1_MW593653
MT811507 B.1_MT811507
MZ492666.1 B.1.596_MZ492666.1
MW155662 D.2_MW155662
MW638610 B.1.346_MW638610
MW720241 B.1.2_MW720241
MW631821 B.1.599_MW631821
MW321350 D.2_MW321350
MW505179 B.1.2_MW505179
MZ070691 B.1.2_MZ070691
MW202162 B.1.240_MW202162
MW190987 A_MW190987
MW778175 B.1.1.434_MW778175
MW634607 B.1.2_MW634607
MW638196 B.1.2_MW638196
MW276595 B.1.243_MW276595
MT750038 B.1.139_MT750038
MW640221 B.1.1.101_MW640221
MT846008 B.1.1.25_MT846008
MW565474 B.1.596_MW565474
MW155698 D.2_MW155698
MW206254 B.1.426_MW206254
MT956704 B.1.595_MT956704
MW154350 D.2_MW154350
MW420445 B.1.400_MW420445
MW848247 B.1_MW848247
MW778022 B.1.2_MW778022
MW640162 B.1.1.222_MW640162
MW864044 B.1.2_MW864044
MT252714 A.1_MT252714
MZ030035 B.1.2_MZ030035
MW064379 B.1_MW064379
MW562695 B.1.2_MW562695
MW518229 B.1.375_MW518229
MW519711 B.1.509_MW519711
MW495103 B.1.517_MW495103
MT969464 D.2_MT969464
MW665683 B.1.298_MW665683
MW923149 B.1.396_MW923149
MZ206676 B.1_MZ206676
MT642249 B.1.124_MT642249
MW070103 B.1.369_MW070103
MW689170 B.1.587_MW689170
MZ414538.1 B.1.160_MZ414538.1
MW758631 B.1.2_MW758631
MW990899 B.1.429_MW990899
MW064844 B.1_MW064844
MW405465 B.1.2_MW405465
MW883220 B.1.1.225_MW883220
MZ412428.1 C.36.3_MZ412428.1
MT609599 B.1.503_MT609599
MZ246575 B.1.1.519_MZ246575
MW056177 B.1.234_MW056177
MW482946 B.1_MW482946
MT971550 D.2_MT971550
MW923927 B.1.2_MW923927
MT418880 A.3_MT418880
MW562733 B.1.2_MW562733
MW593431 A.1_MW593431
MT873422 B.1_MT873422
MZ233815 B.1.2_MZ233815
MZ496846.1 B.1.243_MZ496846.1
MT450970 B_MT450970
MW365116 B.1_MW365116
MW702230 B.1.2_MW702230
MZ141977 B.1.1.28_MZ141977
MZ500722.1 B.1.2_MZ500722.1
MT704131 B.1_MT704131
MW242667 B.6_MW242667
MT679181 B.1.442_MT679181
MW462669 B.1.139_MW462669
MZ235457 B.1.1.519_MZ235457
MW364988 B.1.110_MW364988
MZ231798 B.1.1.523_MZ231798
MW667350 B.1_MW667350
MT325615 B.1_MT325615
MZ083727 B.1.596_MZ083727
MW901773 B.1.2_MW901773
MZ512670.1 B.1.2_MZ512670.1
MW484821 B.1.240_MW484821
MW758565 B.1.2_MW758565
MW667274 B.1.2_MW667274
MT820484 B.1_MT820484
MT971316 D.2_MT971316
MT958228 B.1.241_MT958228
MT973088 D.2_MT973088
MW349048 B.1.2_MW349048
MW669357 B.1.1.291_MW669357
MW763316 B.1.1.519_MW763316
MZ319350 B.1.1.519_MZ319350
MT731667 B.1.1.25_MT731667
MW864029 B.1.2_MW864029
MW891697 B.1.1.519_MW891697
MW826302 B.1.1_MW826302
MZ257321 B.1.2_MZ257321
MW739434 B.1.1.517_MW739434
MW728391 B.1.596_MW728391
MZ025286 B.1.1.519_MZ025286
MW070057 B.1.366_MW070057
MT970064 D.2_MT970064
MW738844 B.1.1.210_MW738844
MT972778 D.2_MT972778
MW700589 B.1.399_MW700589
MZ195532 B.1.1.519_MZ195532
MT461605 A.1_MT461605
MZ451330.1 B.1.243_MZ451330.1
MT981086 B.1.451_MT981086
MW640477 B.1.2_MW640477
MW156069 D.2_MW156069
MT560657 B.1_MT560657
MW868488 B.1.2_MW868488
MW731730 B.1.2_MW731730
MW808265 B.1.2_MW808265
MW584938 B.1.2_MW584938
MW943704 B.1.2_MW943704
MW799766 B.1.305_MW799766
MZ267345 B.1.2_MZ267345
MZ037948 B.1.1.519_MZ037948
MZ154591 B.1.2_MZ154591
MW763584 B.1.565_MW763584
MT740618 B.1.113_MT740618
MZ471912.1 B.1.400_MZ471912.1
MZ310511 B.1.36_MZ310511
MW634277 B.1.1.434_MW634277
MW808415 B.1.2_MW808415
MW365247 B.1_MW365247
MW482904 B.1.1.186_MW482904
MW671625 B.1.539_MW671625
MT834693 B.1.110.3_MT834693
MW634743 B.1.2_MW634743
MZ257273 B.1.2_MZ257273
MW808429 B.1.596_MW808429
MW707079 B.1.2_MW707079
MZ236752 B.1.1.519_MZ236752
MW578247 B.1.2_MW578247
MZ069781 B.1.1.519_MZ069781
MW669838 B.1.1.348_MW669838
MZ499065.1 B.1.311_MZ499065.1
MW185823 C.14_MW185823
MW680620 B.1.2_MW680620
MW635173 B.1.2_MW635173
MT947558 B.1.426_MT947558
MW719792 B.1.2_MW719792
MW184142 D.2_MW184142
MW667295 B.1.595_MW667295
MW758687 B.1.2_MW758687
MT539176 B.1.143_MT539176
MT520307 A_MT520307
MT970667 D.2_MT970667
MZ444446.1 B.1.2_MZ444446.1
MW681113 B.1.2_MW681113
MW825662 B.1.2_MW825662
MZ506510.1 B.1.2_MZ506510.1
MW707000 B.1.568_MW707000
MW718189 B.1_MW718189
MW795959 B.1.444_MW795959
MT811654 B.1_MT811654
MZ035907 B.1.2_MZ035907
MW153721 D.2_MW153721
MW993798 B.1.2_MW993798
MW923340 B.1.2_MW923340
MW941263 B.1.2_MW941263
MW750004 B.1.565_MW750004
MW634512 B.1.2_MW634512
MZ058863 B.1.2_MZ058863
MW763320 B.1.2_MW763320
MW593264 A.1_MW593264
MT873342 B.1_MT873342
MW731147 B.1.2_MW731147
MW065472 B.1.595_MW065472
MW590723 B.1.36_MW590723
MZ351810 B.1.1.519_MZ351810
MW942096 R.1_MW942096
MT810979 B.1_MT810979
MZ465671.1 B.1.240_MZ465671.1
MT633017 A.1_MT633017
MT972275 D.2_MT972275
MW702970 B.1.232_MW702970
MW750096 B.1.517_MW750096
MW446198 B.1.2_MW446198
MT676013 B.1_MT676013
MT971879 D.2_MT971879
MW420143 B.1.1.291_MW420143
MW725756 B.1.1.348_MW725756
MW779054 B.1.517_MW779054
MZ494628.1 B.1.574_MZ494628.1
MW780384 B.1.2_MW780384
MZ494550.1 B.1.341_MZ494550.1
MW130868 B.1.1_MW130868
MZ531117.1 C.36.3_MZ531117.1
MW734346 B.1.1.519_MW734346
MW993609 B.1.2_MW993609
MZ414799.1 B.1.1.519_MZ414799.1
MZ261573 B.1.2_MZ261573
MT981489 B.1.359_MT981489
MZ206862 B.1.1.186_MZ206862
MT450924 A_MT450924
MW882641 B.1.375_MW882641
MT827250 B.1.369_MT827250
MW277120 D.2_MW277120
MZ065147 B.1.1.519_MZ065147
MW065321 B.1_MW065321
MW694377 B.1.2_MW694377
MW943856 B.1.1.348_MW943856
MW706760 B.1.2_MW706760
MZ036737 B.1.575_MZ036737
MW577051 B.1.2_MW577051
MT632548 A.1_MT632548
MW565547 B.1.1.376_MW565547
MT459880 B.1_MT459880
MZ212331 B.1.1.519_MZ212331
MW718191 B_MW718191
MW868583 B.1.2_MW868583
MT821580 B.1.1_MT821580
MW485257 B.1.346_MW485257
MW629472 B.1.2_MW629472
MW767202 B.1.2_MW767202
MZ504030.1 B.1.1.228_MZ504030.1
MT971830 D.2_MT971830
MW666935 B.1.234_MW666935
MW681433 B.1.1.519_MW681433
MT451042 A.5_MT451042
MW738415 B.1.2_MW738415
MT560704 B.1.36_MT560704
MT740686 B.1_MT740686
MW320916 D.2_MW320916
MW990802 B.1.1.519_MW990802
MT451375 B.4.5_MT451375
MW777925 B.1.2_MW777925
MW473700 B.1.375_MW473700
MW849093 B.1.2_MW849093
MW064958 B.1_MW064958
MZ462973.1 B.1.2_MZ462973.1
MW870298 B.1.1.519_MW870298
MW975084 B.1.575_MW975084
MT745753 B.1.1.25_MT745753
MW738634 B.1.595_MW738634
MZ373603 B.1.1.228_MZ373603
MZ164690 B.1.1.519_MZ164690
MW667218 B.1.396_MW667218
MW733363 B.1.2_MW733363
MW837276 B.1.234_MW837276
MW411904 B.1.2_MW411904
MZ001917 B.1.1_MZ001917
MW693044 B.1.396_MW693044
MW593388 A.1_MW593388
MT970830 D.2_MT970830
MW708329 B.1.336_MW708329
MT997989 B.1.595_MT997989
MW783320 B.1.234_MW783320
MW929854 B.1.311_MW929854
MW719694 B.1.2_MW719694
MW590339 B.1.119_MW590339
MW064966 B.1_MW064966
MW064562 B.1_MW064562
MW974263 B.1.1.174_MW974263
MW708909 B.1.2_MW708909
MT632868 A.1_MT632868
MW687388 B.1.110.3_MW687388
MT791946 B.1.108_MT791946
MW550466 B.1.2_MW550466
MW741981 B.1.2_MW741981
MT451279 B.1.434_MT451279
MW783208 B.1.2_MW783208
MT642385 B.1.371_MT642385
MT642231 A.1_MT642231
MW183997 D.2_MW183997
MW804984 B.1.361_MW804984
MW870131 B.1.1.519_MW870131
MW766674 B.1.243_MW766674
MW673157 B.1.2_MW673157
MZ151542 B.1.2_MZ151542
MW773350 B.1.2_MW773350
MW987098 B.1_MW987098
MW064987 B.1_MW064987
MW728441 B.1.2_MW728441
MZ003543 B.1.1.519_MZ003543
MW945223 B.1_MW945223
MT451062 B.1_MT451062
MW942162 B.1.2_MW942162
MW870344 B.1.2_MW870344
MW872678 B.1.596_MW872678
MW929544 B.1.2_MW929544
MW880383 B.1.362_MW880383
MW155165 D.2_MW155165
MW156449 D.2_MW156449
MT614545 B_MT614545
MW190586 A.3_MW190586
MT605818 B.1.1_MT605818
MW816219 B.1.1.519_MW816219
MW851588 B.1.568_MW851588
MT350252 B.1_MT350252
MW495194 B.1.1.486_MW495194
MW891067 B.1.2_MW891067
MW286729 B.1_MW286729
MT641639 B.1.371_MT641639
MZ358923 B.1.1.519_MZ358923
MT971772 D.2_MT971772
MZ451463.1 B.1.2_MZ451463.1
MW454699 B.1.369_MW454699
MW693995 B.1.2_MW693995
MW728549 B.1.2_MW728549
MW868436 B.1.2_MW868436
MW166133 B.1.595_MW166133
MW719664 B.1.2_MW719664
MW778182 B.1.2_MW778182
MW735329 B.1.234_MW735329
MZ440891.1 B.1.2_MZ440891.1
MZ471591.1 B.1.2_MZ471591.1
MZ313123 A_MZ313123
MZ212105 B.1.1.519_MZ212105
MW154152 D.2_MW154152
MZ499064.1 B.1.2_MZ499064.1
MT412235 A.1_MT412235
MW731215 B.1.596_MW731215
MW767230 B.1.243_MW767230
MW181829 A_MW181829
MZ076190 B.1.1.519_MZ076190
MZ500177.1 B.1.2_MZ500177.1
MW681370 B.1.596_MW681370
MZ037310 B.1.2_MZ037310
MW191328 B_MW191328
MW523986 B.1_MW523986
MW821715 B.1.2_MW821715
MT969492 D.2_MT969492
MW134452 B.1_MW134452
MW586012 B.1.234_MW586012
MW720481 B.1.243_MW720481
MZ148599 B.1.1.25_MZ148599
MW638779 B.1.2_MW638779
MW733552 B.1.2_MW733552
MW741914 B.1.265_MW741914
MW973917 B.1.596_MW973917
MW449468 B.1.565_MW449468
MW879680 B.1.2_MW879680
MT334538 A.1_MT334538
MW771850 B.1.2_MW771850
MW405481 B.1.1.168_MW405481
MW202206 B.1.612_MW202206
MW154076 D.2_MW154076
MW049021 B.1_MW049021
MW666802 B.1.2_MW666802
MW696412 B.1.1.519_MW696412
MT810993 B.1.166_MT810993
MT759820 B.1.1.306_MT759820
MW941510 B.1.596_MW941510
MT971218 D.2_MT971218
MT412307 B.1_MT412307
MZ245662 B.1.1.519_MZ245662
MW669164 B.1.2_MW669164
MW206479 B.1_MW206479
MT969889 D.2_MT969889
MW616854 B.1.2_MW616854
MW669802 B.1.1.316_MW669802
MW938182 B.1.2_MW938182
MW483100 B.1.2_MW483100
MZ434423.1 B.1_MZ434423.1
MT969934 D.2_MT969934
MZ467749.1 B.1.1.519_MZ467749.1
MZ373805 B.1.400_MZ373805
MW734014 B.1.2_MW734014
MW763353 B.1.2_MW763353
MW411918 B.1.240_MW411918
MZ490366.1 B.1.2_MZ490366.1
MZ543421.1 B.1_MZ543421.1
MT886301 B.3_MT886301
MW942675 B.1.243_MW942675
MW781104 B.1.243_MW781104
MW153478 D.2_MW153478
MW593797 B.4.4_MW593797
MW056111 B.1.2_MW056111
MZ342821 B.1.1.453_MZ342821
MT873063 B.1_MT873063
MW667355 B.1.1.519_MW667355
MZ238330 B.1.1.519_MZ238330
MZ047284 B.1.1.170_MZ047284
MT582482 B.1_MT582482
MW671675 B.1.1.519_MW671675
MT627268 A.1_MT627268
MW847956 B.1.596_MW847956
MT971390 D.2_MT971390
MW904354 B.1.623_MW904354
MW848894 B.1.2_MW848894
MW155173 D.2_MW155173
MW990782 B.1.1.519_MW990782
MW030241 B.1.1.1_MW030241
MZ245515 A.3_MZ245515
MW185599 D.2_MW185599
MZ006291 B.1.1.519_MZ006291
MZ494596.1 B.1.2_MZ494596.1
MT973044 D.2_MT973044
MW825475 B.1.596_MW825475
MW638343 B.1.2_MW638343
MW788803 B.1.377_MW788803
MW491133 B.1.2_MW491133
MW731763 B.1.2_MW731763
MW056101 B.1.2_MW056101
MW190292 A.1_MW190292
MT844024 B.1.1_MT844024
MT226610 A_MT226610
MW206555 B.1.1.225_MW206555
MW474114 B.1.349_MW474114
MW943951 B.1.243_MW943951
MW210976 B.1.1_MW210976
MW985107 R.1_MW985107
MW577032 B.1.1.316_MW577032
MW593735 B.1_MW593735
MW942446 B.1.2_MW942446
MW773253 B.1.2_MW773253
MW985129 R.1_MW985129
MZ074018 B.1.2_MZ074018
MW642729 B.1.2_MW642729
MZ257240 B.1.1.519_MZ257240
MZ499484.1 B.1.2_MZ499484.1
MZ252250 B.1.1.519_MZ252250
MZ499858.1 R.1_MZ499858.1
MW898792 B.1.2_MW898792
MT958232 B.1.241_MT958232
MW420386 B.1.2_MW420386
MT079843 B_MT079843
MW943116 B.1.588_MW943116
MW586222 B.1.2_MW586222
MW734933 B.1.2_MW734933
MW586271 B.1_MW586271
MW667160 B.1.234_MW667160
MZ332099 B.1.23_MZ332099
MW894382 B.1.1.519_MW894382
MW758838 B.1.2_MW758838
MW974107 B.1.232_MW974107
MZ433938.1 A.1_MZ433938.1
MT412340 B.1.1_MT412340
MW985779 B.1.596_MW985779
MZ306527 B.1.1.519_MZ306527
MZ070972 B.1.575_MZ070972
MW545472 B.1.369_MW545472
MW643193 B.1.243_MW643193
MW364986 B.1.110_MW364986
MW341781 B.1.377_MW341781
MW156568 D.2_MW156568
MW747980 B.1.2_MW747980
MT873218 B.1_MT873218
MT969478 D.2_MT969478
MZ366790 B.1.2_MZ366790
MZ203247 B.1.1.519_MZ203247
MZ148600 B.1.1.25_MZ148600
MZ373888 C.28_MZ373888
MW698005 B.1.1.337_MW698005
MW669145 B.1.517_MW669145
MW593522 B.1.520_MW593522
MZ332370 B.28_MZ332370
MZ360696 B.1.1.519_MZ360696
MZ058803 B.1.1.519_MZ058803
MW586186 B.1.1.434_MW586186
MZ035734 B.1.623_MZ035734
MW564774 B.1.1.228_MW564774
MW870221 B.1.2_MW870221
MW638591 B.1.2_MW638591
MW065453 B.1_MW065453
MW964710 B.1_MW964710
MW749633 B.1.2_MW749633
MW075756 B.1.2_MW075756
MW635037 B.1.2_MW635037
MZ238343 B.1.1.519_MZ238343
MZ283910 B.1.1.519_MZ283910
MW155975 D.2_MW155975
MZ023888 B.1.596_MZ023888
MW941135 B.1.2_MW941135
MW518829 B.1.2_MW518829
MZ258307 B.1.2_MZ258307
MZ451556.1 B.1.243_MZ451556.1
MW763743 B.1.2_MW763743
MW183956 D.2_MW183956
MW988732 B.1.596_MW988732
MT679167 B.1_MT679167
MW849996 B.1.2_MW849996
MW941007 B.1.2_MW941007
MT969659 D.2_MT969659
MW758757 B.1.1.519_MW758757
MZ059917 B.1.2_MZ059917
MW850993 B.1.2_MW850993
MW928257 B.1.568_MW928257
MW703155 B.1.580_MW703155
MT810962 B.1.166_MT810962
MZ206966 B.1.2_MZ206966
MW593342 B.1.371_MW593342
MW590383 B.1.2_MW590383
MW904277 B.1.2_MW904277
MZ315219 B.1.623_MZ315219
MW778705 B.1.2_MW778705
MW276705 D.2_MW276705
MW897361 B.1.2_MW897361
MW925232 B.1.2_MW925232
MW763362 B.1.2_MW763362
MW590337 B.40_MW590337
MW763748 B.1.1.222_MW763748
MZ215487 B.1.2_MZ215487
MW864373 B.1.234_MW864373
MZ164806 B.1.311_MZ164806
MW375729 B.1.1.406_MW375729
MW868558 B.1.1.519_MW868558
MZ469877.1 B.1.2_MZ469877.1
MW708848 B.1.110.3_MW708848
MW903441 B.1.349_MW903441
MW006607 B.1_MW006607
MZ404397.1 B.1.2_MZ404397.1
MW483582 B.1.320_MW483582
MW972976 B.1.2_MW972976
MT971286 D.2_MT971286
MW826002 B.1.1.316_MW826002
MW454645 B.1.1.441_MW454645
MW638766 B.1.243_MW638766
MW709121 B.1.409_MW709121
MW893533 B.1.2_MW893533
MW829331 C.36_MW829331
MT252719 A.1_MT252719
MW783292 B.1.234_MW783292
MW634382 B.1.234_MW634382
MW968951 B.1.1.1_MW968951
MZ059434 B.1.2_MZ059434
MT642303 B.1.1_MT642303
MW406592 B.1.1.222_MW406592
MZ089963 B.1.2_MZ089963
MW925381 B.1.2_MW925381
MW987213 R.1_MW987213
MW876958 B.1.2_MW876958
MZ231591 B.1.2_MZ231591
MW719673 B.1.311_MW719673
MW778512 B.1.311_MW778512
MZ015582 B.1.609_MZ015582
MW454659 B.1.509_MW454659
MW645513 B.1.1.222_MW645513
MW704757 B.1.349_MW704757
MT632985 A.1_MT632985
MT642131 A.1_MT642131
MW648299 B.1.234_MW648299
MW191448 B.1_MW191448
MZ397398.1 B.1.1.519_MZ397398.1
MW157237 B.1.1.207_MW157237
MT810988 B.1.166_MT810988
MW155888 D.2_MW155888
MW642980 B.1.596_MW642980
MZ363720 B.1.2_MZ363720
MW049006 B.1.1_MW049006
MW064876 B.1.320_MW064876
MT642112 B.1.124_MT642112
MW737908 B.1.2_MW737908
MZ170535 B.1.1.519_MZ170535
MZ415824.1 B.1.1_MZ415824.1
MW185295 D.2_MW185295
MW792755 B.1.2_MW792755
MW708222 B.1.596_MW708222
MW593583 B.1.1.116_MW593583
MT740896 B.1.247_MT740896
MT880877 B.1.1_MT880877
MT973162 D.2_MT973162
MZ148611 B.1.1.25_MZ148611
MW941447 B.1.2_MW941447
MW064539 B.1_MW064539
MW783129 B.1_MW783129
MW406524 B.1.240_MW406524
MW925234 B.1.2_MW925234
MW863224 B.1.2_MW863224
MW320852 D.2_MW320852
MW796625 B.1.1.222_MW796625
MT370931 B.1_MT370931
MW708859 B.1.110.3_MW708859
MT451096 B_MT451096
MW576988 B.1.240_MW576988
MW697763 B.1.2_MW697763
MZ058253 B.1.575_MZ058253
MT873471 B.1_MT873471
MW944076 B.1.1.316_MW944076
MT451063 A.1_MT451063
MW524980 B.1.2_MW524980
MT627226 A.1_MT627226
MW930594 B.1.2_MW930594
MT520219 B.1.268_MT520219
MW286730 B.1_MW286730
MT856457 B.1.1.25_MT856457
MW758742 B.1_MW758742
MW923896 B.1.265_MW923896
MW930570 B.1.2_MW930570
MW185593 D.2_MW185593
MW861581 B.1.340_MW861581
MW586485 B.1.2_MW586485
MZ131955 B.1.1.519_MZ131955
MW763714 B.1.596_MW763714
MT451024 A.1_MT451024
MW495124 B.1.2_MW495124
MZ544366.1 B.1.1_MZ544366.1
MT263444 A.1_MT263444
MW943659 B.1.429_MW943659
MT947162 B.1_MT947162
