"Viral_species","NCBI_taxid","Region_feature_class","Beginning","End","locus_tag","db_xref","gene","product","protein_id","codon_start","note","mol_type","host","country","collection_date","strain","ribosomal_slippage","isolate","ribosomal_slippage.1","inference","experiment","function.","isolation_source","old_locus_tag","regulatory_class","gene_synonym","collected_by","lab_host","genotype","pseudo","lat_lon","cell_line","acronym","transl_except","serotype","segment","exception","citation","altitude","subgroup","standard_name","identified_by","group","culture_collection","clone"
"Shingleback-nidovirus-1",1912590,"gene","11840","18925","FLA20_gp2","GeneID:40526476","","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Shingleback-nidovirus-1",1912590,"CDS","11840","18925","FLA20_gp2","GeneID:40526476","","replicase 1b","YP_009666260.1",1,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Shingleback-nidovirus-1",1912590,"gene","18922","21816","FLA20_gp3","GeneID:40526477","","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Shingleback-nidovirus-1",1912590,"CDS","18922","21816","FLA20_gp3","GeneID:40526477","","spike protein","YP_009666261.1",1,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Shingleback-nidovirus-1",1912590,"gene","21813","22820","FLA20_gp4","GeneID:40526478","","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Shingleback-nidovirus-1",1912590,"CDS","21813","22820","FLA20_gp4","GeneID:40526478","","putative accessory protein","YP_009666262.1",1,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Shingleback-nidovirus-1",1912590,"gene","22820","23515","FLA20_gp5","GeneID:40526479","","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Shingleback-nidovirus-1",1912590,"CDS","22820","23515","FLA20_gp5","GeneID:40526479","","membrane protein","YP_009666263.1",1,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Equine-torovirus",329862,"source","1","14531","","taxon:329862","","","",NA,"","genomic RNA","","Switzerland","","Berne",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Equine-torovirus",329862,"5_UTR","1","821","","","","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Equine-torovirus",329862,"gene","822","14531","FK940_gp1","GeneID:40525405","ORF1a","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Equine-torovirus",329862,"CDS","822","14531","FK940_gp1","GeneID:40525405","ORF1a","replicase polyprotein 1a","YP_009665195.1",1,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Rat-arterivirus-1",1734441,"source","1","15099","","taxon:1734441","","","",NA,"","genomic RNA","Cricetulus longicaudatus","China","Jul-2015","",NA,"Ningxia2015",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Rat-arterivirus-1",1734441,"gene","3","11779","BWV07_gp01","GeneID:30854465","","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Rat-arterivirus-1",1734441,"CDS","3","11779","BWV07_gp01","GeneID:30854465","","ORF1ab polyprotein","YP_009337022.1",1,"ORF1ab","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Rat-arterivirus-1",1734441,"gene","3","7421","BWV07_gp02","GeneID:30854456","","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Rat-arterivirus-1",1734441,"CDS","3","7421","BWV07_gp02","GeneID:30854456","","ORF1a polyprotein","YP_009337023.1",1,"ORF1a","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Rat-arterivirus-1",1734441,"gene","11789","12001","BWV07_gp03","GeneID:30854457","","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Rat-arterivirus-1",1734441,"CDS","11789","12001","BWV07_gp03","GeneID:30854457","","E","YP_009337024.1",1,"ORF2b","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Rat-arterivirus-1",1734441,"gene","11829","12593","BWV07_gp04","GeneID:30854458","","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Rat-arterivirus-1",1734441,"CDS","11829","12593","BWV07_gp04","GeneID:30854458","","GP2","YP_009337025.1",1,"ORF2a","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Rat-arterivirus-1",1734441,"gene","12607","13182","BWV07_gp05","GeneID:30854459","","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Rat-arterivirus-1",1734441,"CDS","12607","13182","BWV07_gp05","GeneID:30854459","","GP3","YP_009337026.1",1,"ORF3","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Rat-arterivirus-1",1734441,"gene","12933","13481","BWV07_gp06","GeneID:30854460","","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Rat-arterivirus-1",1734441,"CDS","12933","13481","BWV07_gp06","GeneID:30854460","","GP4","YP_009337027.1",1,"ORF4","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Rat-arterivirus-1",1734441,"gene","13483","13620","BWV07_gp07","GeneID:30854461","","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Rat-arterivirus-1",1734441,"CDS","13483","13620","BWV07_gp07","GeneID:30854461","","ORF5a","YP_009337028.1",1,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Rat-arterivirus-1",1734441,"gene","13511","14092","BWV07_gp08","GeneID:30854462","","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Rat-arterivirus-1",1734441,"CDS","13511","14092","BWV07_gp08","GeneID:30854462","","GP5","YP_009337029.1",1,"ORF5","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Rat-arterivirus-1",1734441,"gene","14077","14601","BWV07_gp09","GeneID:30854463","","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Rat-arterivirus-1",1734441,"CDS","14077","14601","BWV07_gp09","GeneID:30854463","","M","YP_009337030.1",1,"ORF6","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Rat-arterivirus-1",1734441,"gene","14591","14959","BWV07_gp10","GeneID:30854464","","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Rat-arterivirus-1",1734441,"CDS","14591","14959","BWV07_gp10","GeneID:30854464","","N","YP_009337031.1",1,"ORF7","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Rat-arterivirus-1",1734441,"source","1","15728","","taxon:1734441","","","",NA,"","genomic RNA","Myodes rufocanus","China: Jilin","Aug-2014","",NA,"Jilin2014",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Rat-arterivirus-1",1734441,"gene","218","12381","AVT96_gp1","GeneID:26641085","","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Rat-arterivirus-1",1734441,"CDS","218","12381","AVT96_gp1","GeneID:26641085","","ORF1ab polyprotein","YP_009214659.1",1,"ORF1ab","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Rat-arterivirus-1",1734441,"gene","12383","13120","AVT96_gp2","GeneID:26641078","","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Rat-arterivirus-1",1734441,"CDS","12383","13120","AVT96_gp2","GeneID:26641078","","GP2 protein","YP_009214660.1",1,"ORF2a","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Rat-arterivirus-1",1734441,"gene","12388","12600","AVT96_gp3","GeneID:26641079","","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Rat-arterivirus-1",1734441,"CDS","12388","12600","AVT96_gp3","GeneID:26641079","","ORF2b","YP_009214661.1",1,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Rat-arterivirus-1",1734441,"gene","12991","13791","AVT96_gp4","GeneID:26641080","","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Rat-arterivirus-1",1734441,"CDS","12991","13791","AVT96_gp4","GeneID:26641080","","GP3 protein","YP_009214662.1",1,"ORF3","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Rat-arterivirus-1",1734441,"gene","13533","14084","AVT96_gp5","GeneID:26641081","","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Rat-arterivirus-1",1734441,"CDS","13533","14084","AVT96_gp5","GeneID:26641081","","GP4 protein","YP_009214663.1",1,"ORF4","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Rat-arterivirus-1",1734441,"gene","14114","14695","AVT96_gp6","GeneID:26641082","","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Rat-arterivirus-1",1734441,"CDS","14114","14695","AVT96_gp6","GeneID:26641082","","GP5 protein","YP_009214664.1",1,"ORF5","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Rat-arterivirus-1",1734441,"gene","14680","15204","AVT96_gp7","GeneID:26641083","","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Rat-arterivirus-1",1734441,"CDS","14680","15204","AVT96_gp7","GeneID:26641083","","membrane protein","YP_009214665.1",1,"ORF6","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Rat-arterivirus-1",1734441,"gene","15194","15565","AVT96_gp8","GeneID:26641084","","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Rat-arterivirus-1",1734441,"CDS","15194","15565","AVT96_gp8","GeneID:26641084","","nucleocapsid protein","YP_009214666.1",1,"ORF7","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Porcine-coronavirus-HKU15",1734441,"gene","","","","","","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Porcine-coronavirus-HKU15",1734441,"source","","","","","of","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Porcine-coronavirus-HKU15",1734441,"source","","","","","ofGammacoronavirusandDeltacoronavirus","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Porcine-coronavirus-HKU15",1159905,"source","1","25425","","taxon:1159905","","","",NA,"","genomic RNA","pig","China: Hong Kong","2010","HKU15-155",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Porcine-coronavirus-HKU15",1159905,"gene","533","19335","D1Y29_gp1","GeneID:37627021","orf1ab","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Porcine-coronavirus-HKU15",1159905,"CDS","533","19335","D1Y29_gp1","GeneID:37627021","orf1ab","replicase polyprotein","YP_009513020.1",1,"translated via a -1 ribosomal frameshift; ORF1ab","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Porcine-coronavirus-HKU15",1159905,"gene","19317","22796","D1Y29_gp2","GeneID:37627015","S","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Porcine-coronavirus-HKU15",1159905,"CDS","19317","22796","D1Y29_gp2","GeneID:37627015","S","spike glycoprotein","YP_009513021.1",1,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Porcine-coronavirus-HKU15",1159905,"gene","22790","23041","D1Y29_gp3","GeneID:37627016","E","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Porcine-coronavirus-HKU15",1159905,"CDS","22790","23041","D1Y29_gp3","GeneID:37627016","E","envelope protein","YP_009513022.1",1,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Porcine-coronavirus-HKU15",1159905,"gene","23034","23687","D1Y29_gp4","GeneID:37627017","M","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Porcine-coronavirus-HKU15",1159905,"CDS","23034","23687","D1Y29_gp4","GeneID:37627017","M","membrane protein","YP_009513023.1",1,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Porcine-coronavirus-HKU15",1159905,"gene","23687","23971","D1Y29_gp5","GeneID:37627018","NS6","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Porcine-coronavirus-HKU15",1159905,"CDS","23687","23971","D1Y29_gp5","GeneID:37627018","NS6","NS6 protein","YP_009513024.1",1,"non-structural protein","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Porcine-coronavirus-HKU15",1159905,"gene","23992","25020","D1Y29_gp6","GeneID:37627019","N","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Porcine-coronavirus-HKU15",1159905,"CDS","23992","25020","D1Y29_gp6","GeneID:37627019","N","nucleocapsid protein","YP_009513025.1",1,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Porcine-coronavirus-HKU15",1159905,"gene","24086","24688","D1Y29_gp7","GeneID:37627020","NS7","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Porcine-coronavirus-HKU15",1159905,"CDS","24086","24688","D1Y29_gp7","GeneID:37627020","NS7","NS7 protein","YP_009513026.1",1,"non-structural protein","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Transmissible-gastroenteritis-virus",11149,"source","1","28586","","taxon:11149","","","",NA,"Tissue culture adapted clone of the TGEV Purdue","genomic RNA","pig","USA:Indiana","","Purdue",NA,"PUR46-MAD",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","",""," of the TGEV Purdue"
"Transmissible-gastroenteritis-virus",11149,"gene","315","20368","D1S95_gp1","GeneID:37619364","","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Transmissible-gastroenteritis-virus",11149,"CDS","315","20368","D1S95_gp1","GeneID:37619364","","replicase","NP_058422.1",1,"ORF 1a/1b;","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","reasons given in citation","[1]","","","","","","",""
"Transmissible-gastroenteritis-virus",11149,"gene","315","12368","D1S95_gp2","GeneID:37619362","","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Transmissible-gastroenteritis-virus",11149,"CDS","315","12368","D1S95_gp2","GeneID:37619362","","replicase","NP_058423.1",1,"ORF1a","","","","","",NA,"",NA,"","","essential for proteolysis","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Transmissible-gastroenteritis-virus",11149,"gene","20365","24708","D1S95_gp3","GeneID:37619363","s","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Transmissible-gastroenteritis-virus",11149,"CDS","20365","24708","D1S95_gp3","GeneID:37619363","s","spike protein","NP_058424.1",1,"","","","","","",NA,"",NA,"","al evidence_ no additional details","receptor binding molecule","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Transmissible-gastroenteritis-virus",11149,"gene","24827","25042","D1S95_gp4","GeneID:37619361","nsp 3a","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Transmissible-gastroenteritis-virus",11149,"CDS","24827","25042","D1S95_gp4","GeneID:37619361","nsp 3a","non-structural protein 3a","NP_058425.1",1,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Transmissible-gastroenteritis-virus",11149,"gene","25136","25870","D1S95_gp5","GeneID:37619359","nsp 3b","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Transmissible-gastroenteritis-virus",11149,"misc_feature","25136","25870","D1S95_gp5","","nsp 3b","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Transmissible-gastroenteritis-virus",11149,"regulatory","","","","PSEUDO:CAB91147.2","","","",NA,"transcription regulatory sequence mutated","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Transmissible-gastroenteritis-virus",11149,"gene","25857","26105","D1S95_gp6","GeneID:37619360","e","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Transmissible-gastroenteritis-virus",11149,"CDS","25857","26105","D1S95_gp6","GeneID:37619360","e","envelope protein","NP_058426.1",1,"","","","","","",NA,"",NA,"","al evidence_ no additional details","essential for membrane assembly","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Transmissible-gastroenteritis-virus",11149,"gene","26116","26904","D1S95_gp7","GeneID:37619356","m","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Transmissible-gastroenteritis-virus",11149,"CDS","26116","26904","D1S95_gp7","GeneID:37619356","m","membrane protein","NP_058427.2",1,"","","","","","",NA,"",NA,"","al evidence_ no additional details","major structural protein","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Transmissible-gastroenteritis-virus",11149,"gene","26917","28065","D1S95_gp8","GeneID:37619357","n","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Transmissible-gastroenteritis-virus",11149,"CDS","26917","28065","D1S95_gp8","GeneID:37619357","n","nucleoprotein","NP_058428.1",1,"","","","","","",NA,"",NA,"","al evidence_ no additional details","major structural protein","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Transmissible-gastroenteritis-virus",11149,"gene","28071","28307","D1S95_gp9","GeneID:37619358","nsp 7","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Transmissible-gastroenteritis-virus",11149,"CDS","28071","28307","D1S95_gp9","GeneID:37619358","nsp 7","non-structural protein 7","NP_058429.1",1,"","","","","","",NA,"",NA,"","al evidence_ no additional details","Unknown","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Dak-Nong-virus",1238455,"source","1","20307","","taxon:1238455","","","",NA,"","genomic RNA","Culex tritaeniorhynchus","Viet Nam: Dak Nong province","2007","HL30",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Dak-Nong-virus",1238455,"gene","371","8035","D1P24_gp1","GeneID:37616457","ORF1a","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Dak-Nong-virus",1238455,"CDS","371","8035","D1P24_gp1","GeneID:37616457","ORF1a","pp1a polyprotein","YP_009505589.1",1,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Dak-Nong-virus",1238455,"gene","8014","15795","D1P24_gp2","GeneID:37616452","ORF1b","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Dak-Nong-virus",1238455,"CDS","8014","15795","D1P24_gp2","GeneID:37616452","ORF1b","pp1b polyprotein","YP_009505590.1",1,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Dak-Nong-virus",1238455,"gene","15819","18545","D1P24_gp3","GeneID:37616453","ORF2a","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Dak-Nong-virus",1238455,"CDS","15819","18545","D1P24_gp3","GeneID:37616453","ORF2a","putative spike glycoprotein","YP_009505591.1",1,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Dak-Nong-virus",1238455,"gene","15833","16501","D1P24_gp4","GeneID:37616454","ORF2b","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Dak-Nong-virus",1238455,"CDS","15833","16501","D1P24_gp4","GeneID:37616454","ORF2b","putative nucleocapsid protein","YP_009505592.1",1,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Dak-Nong-virus",1238455,"gene","18589","19062","D1P24_gp5","GeneID:37616455","ORF3a","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Dak-Nong-virus",1238455,"CDS","18589","19062","D1P24_gp5","GeneID:37616455","ORF3a","putative structural protein","YP_009505593.1",1,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Dak-Nong-virus",1238455,"gene","18938","19288","D1P24_gp6","GeneID:37616456","ORF3b","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Dak-Nong-virus",1238455,"CDS","18938","19288","D1P24_gp6","GeneID:37616456","ORF3b","putative structural protein","YP_009505594.1",1,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Karang-Sari-virus",1332248,"source","1","20795","","taxon:1332248","","","",NA,"","genomic RNA","Culex vishnui","Indonesia: Karang Sari","26-Nov-1981","JKT10701",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Karang-Sari-virus",1332248,"gene","371","8464","D1P23_gp1","GeneID:37616450","","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Karang-Sari-virus",1332248,"CDS","371","8464","D1P23_gp1","GeneID:37616450","","ORF1","YP_009505586.1",1,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Karang-Sari-virus",1332248,"gene","8725","16230","D1P23_gp2","GeneID:37616448","","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Karang-Sari-virus",1332248,"CDS","8725","16230","D1P23_gp2","GeneID:37616448","","ORF2","YP_009505587.1",1,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Karang-Sari-virus",1332248,"gene","16254","18992","D1P23_gp3","GeneID:37616449","","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Karang-Sari-virus",1332248,"CDS","16254","18992","D1P23_gp3","GeneID:37616449","","ORF3","YP_009505588.1",1,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Fathead-minnow-nidovirus",889873,"source","1","27318","","taxon:889873","","","",NA,"","genomic RNA","Pimephales promelas (fathead minnow)","USA: Arkansas","Jan-1997","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Fathead-minnow-nidovirus",889873,"gene","760","22283","D1P22_gp1","GeneID:37616446","pp1ab","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Fathead-minnow-nidovirus",889873,"CDS","760","22283","D1P22_gp1","GeneID:37616446","pp1ab","replicase polyprotein 1ab","YP_009505581.1",1,"ORF 1a and 1b","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Fathead-minnow-nidovirus",889873,"gene","760","15342","D1P22_gp2","GeneID:37616444","pp1a","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Fathead-minnow-nidovirus",889873,"CDS","760","15342","D1P22_gp2","GeneID:37616444","pp1a","replicase polyprotein 1a","YP_009505582.1",1,"ORF1a","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Fathead-minnow-nidovirus",889873,"misc_feature","15318","15324","D1P22_gp2","","pp1a","","",NA,"putative heptanucleotide slippery sequence","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Fathead-minnow-nidovirus",889873,"misc_feature","17361","17369","D1P22_gp1","","pp1ab","","",NA,"conserved SDD nidovirus signature region","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Fathead-minnow-nidovirus",889873,"gene","22296","25868","D1P22_gp3","GeneID:37616445","S","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Fathead-minnow-nidovirus",889873,"CDS","22296","25868","D1P22_gp3","GeneID:37616445","S","spike glycoprotein","YP_009505583.1",1,"ORF2","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Fathead-minnow-nidovirus",889873,"gene","25898","26575","D1P22_gp4","GeneID:37616442","M","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Fathead-minnow-nidovirus",889873,"CDS","25898","26575","D1P22_gp4","GeneID:37616442","M","membrane protein","YP_009505584.1",1,"ORF3","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Fathead-minnow-nidovirus",889873,"gene","26599","27096","D1P22_gp5","GeneID:37616443","N","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Fathead-minnow-nidovirus",889873,"CDS","26599","27096","D1P22_gp5","GeneID:37616443","N","nucleocapsid protein","YP_009505585.1",1,"ORF4","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Fathead-minnow-nidovirus",889873,"3_UTR","27097","27301","","","","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Simian-hemorrhagic-encephalitis-virus",1965068,"source","1","15370","","taxon:1965068","","","",NA,"","genomic RNA","Macaca mulatta","USSR","1964","",NA,"Sukhumi",NA,"","","","monkey nursery","","","","Dr. Z.V. Shevtsova_ Prof. B.A. Lapin","","",NA,"","","","","","","","","","","","","","",""
"Simian-hemorrhagic-encephalitis-virus",1965068,"5_UTR","1","204","","","","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Simian-hemorrhagic-encephalitis-virus",1965068,"gene","205","6480","D1P19_gp01","GeneID:37616430","","","",NA,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
"Simian-hemorrhagic-encephalitis-virus",1965068,"CDS","205","6480","D1P19_gp01","GeneID:37616430","","ORF1a polyprotein","YP_009505568.1",1,"","","","","","",NA,"",NA,"","","","","","","","","","",NA,"","","","","","","","","","","","","","",""
