	Accession.ID	Virus.Strain.Name	Data.Source	Related.ID	Lineage	Nuc.Completeness	Sequence.Length	Sequence.Quality	Quality.Assessment	Host	Sample.Collection.Date	Location	Originating.Lab	Submission.Date	Submitting.Lab	Create.Time	Last.Update.Time	Variant
18196	MZ202431	NY-CDC-4095923-001	GenBank	EPI_ISL_2101800	B.1.526	Complete	29893	High	0/0/-/-/-	Homo sapiens	2021-03-22	United States	 	2021-05-14	 	2021-05-17 09:41:57	2021-05-20 15:44:41	iota
18238	MZ206184	SARS-CoV-2/human/USA/RI-CDC-2-4331694/2021	GenBank	EPI_ISL_2105100	B.1.526	Complete	29833	High	0/7/-/-/-	Homo sapiens	2021-04-25	United States / RI	 	2021-05-16	 	2021-05-18 13:37:07	2021-05-20 15:44:28	iota
18240	MZ206224	SARS-CoV-2/human/USA/MT-CDC-2-4331853/2021	GenBank	EPI_ISL_2105140	B.1.526	Complete	29857	High	0/8/-/-/-	Homo sapiens	2021-04-21	United States / MT	 	2021-05-16	 	2021-05-18 13:37:07	2021-05-20 15:44:38	iota
18242	MZ206233	SARS-CoV-2/human/USA/RI-CDC-2-4331864/2021	GenBank	EPI_ISL_2105149	B.1.526	Complete	29831	High	0/8/-/-/-	Homo sapiens	2021-04-23	United States / RI	 	2021-05-16	 	2021-05-18 13:37:07	2021-05-20 15:44:34	iota
18255	MZ206428	SARS-CoV-2/human/USA/NC-CDC-STM-000062735/2021	GenBank	EPI_ISL_2132617	B.1.526	Complete	29826	High	0/0/-/-/-	Homo sapiens	2021-04-25	United States / North Carolina	 	2021-05-16	 	2021-05-18 13:37:07	2021-05-20 15:44:28	iota
18288	MZ206804	SARS-CoV-2/human/USA/CA-CZB-30528/2021	GenBank	EPI_ISL_2102901	B.1.526	Complete	29783	High	0/0/-/-/-	Homo sapiens	2021-01-16	United States / CA / Contra Costa County	 	2021-05-16	 	2021-05-18 13:37:07	2021-05-20 15:44:41	iota
18345	MZ207298	SARS-CoV-2/human/USA/MA-CDCBI-CRSP_2YXBJVCEIBQQ5GXC/2021	GenBank	EPI_ISL_2103853	B.1.526	Complete	29841	High	0/0/-/-/-	Homo sapiens	2021-05-08	United States / Massachusetts	 	2021-05-16	 	2021-05-18 13:37:07	2021-05-20 15:44:09	iota
18346	MZ207323	SARS-CoV-2/human/USA/MA-CDCBI-CRSP_4V3CLU7QJTZP7QJC/2021	GenBank	EPI_ISL_2103878	B.1.526	Complete	29865	High	0/0/-/-/-	Homo sapiens	2021-05-05	United States / Massachusetts	 	2021-05-16	 	2021-05-18 13:37:07	2021-05-20 15:44:10	iota
18347	MZ207330	SARS-CoV-2/human/USA/MA-CDCBI-CRSP_5CK76HDVYJ3XTUOL/2021	GenBank	EPI_ISL_2103885	B.1.526	Complete	29839	High	0/0/-/-/-	Homo sapiens	2021-05-08	United States / Massachusetts	 	2021-05-16	 	2021-05-18 13:37:07	2021-05-20 15:44:09	iota
18350	MZ207396	SARS-CoV-2/human/USA/MA-CDCBI-CRSP_BNJGJLVGQKHFNQPD/2021	GenBank	EPI_ISL_2103951	B.1.526	Complete	29865	High	0/0/-/-/-	Homo sapiens	2021-05-05	United States / Massachusetts	 	2021-05-16	 	2021-05-18 13:37:07	2021-05-20 15:44:10	iota
18352	MZ207451	SARS-CoV-2/human/USA/MA-CDCBI-CRSP_FMUYJHRRXTNP3BIW/2021	GenBank	EPI_ISL_2104006	B.1.526	Complete	29842	High	0/0/-/-/-	Homo sapiens	2021-05-06	United States / Massachusetts	 	2021-05-16	 	2021-05-18 13:37:07	2021-05-20 15:44:10	iota
18354	MZ207523	SARS-CoV-2/human/USA/MA-CDCBI-CRSP_KWF2MZFG7S7NI3MV/2021	GenBank	EPI_ISL_2104078	B.1.526	Complete	29864	High	0/0/-/-/-	Homo sapiens	2021-05-08	United States / Massachusetts	 	2021-05-16	 	2021-05-18 13:37:07	2021-05-20 15:44:10	iota
18357	MZ207668	SARS-CoV-2/human/USA/MA-CDCBI-CRSP_V63KLN6SAT62SAZR/2021	GenBank	EPI_ISL_2104223	B.1.526	Complete	29841	High	0/0/-/-/-	Homo sapiens	2021-05-08	United States / Massachusetts	 	2021-05-16	 	2021-05-18 13:37:07	2021-05-20 15:44:09	iota
18361	MZ207727	SARS-CoV-2/human/USA/MA-CDCBI-CRSP_Z5V4UTADKCVFXA6U/2021	GenBank	EPI_ISL_2104282	B.1.526	Complete	29873	High	0/0/-/-/-	Homo sapiens	2021-05-06	United States / Massachusetts	 	2021-05-16	 	2021-05-18 13:37:07	2021-05-20 15:44:10	iota
18363	MZ207739	SARS-CoV-2/human/USA/MA-CDCBI-CRSP_ZVVNKACAWQTWR3YT/2021	GenBank	EPI_ISL_2104294	B.1.526	Complete	29864	High	0/0/-/-/-	Homo sapiens	2021-05-09	United States / Massachusetts	 	2021-05-16	 	2021-05-18 13:37:07	2021-05-20 15:44:09	iota
18364	MZ207773	SARS-CoV-2/human/USA/NH-CDCBI-CRSP_ULCZBLG3RTQ45FML/2021	GenBank	EPI_ISL_2104328	B.1.526	Complete	29789	High	0/0/-/-/-	Homo sapiens	2021-05-07	United States / New Hampshire	 	2021-05-16	 	2021-05-18 13:37:07	2021-05-20 15:44:10	iota
18365	MZ207842	SARS-CoV-2/human/USA/VT-CDCBI-CRSP_VPTDIWS2OATWQYOC/2021	GenBank	EPI_ISL_2104397	B.1.526	Complete	29841	High	0/0/-/-/-	Homo sapiens	2021-05-07	United States / Vermont	 	2021-05-16	 	2021-05-18 13:37:07	2021-05-20 15:44:10	iota
18368	MZ210082	SARS-CoV-2/human/USA/MI-CDC-ASC210053355/2021	GenBank	EPI_ISL_1994964	B.1.526	Complete	29890	High	0/0/-/-/-	Homo Sapiens	2021-04-08	United States / Michigan	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:29	iota
18375	MZ210133	SARS-CoV-2/human/USA/MI-CDC-ASC210053418/2021	GenBank	EPI_ISL_1995015	B.1.526	Complete	29830	High	1/0/-/-/-	Homo Sapiens	2021-04-08	United States / Michigan	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:30	iota
18376	MZ210141	SARS-CoV-2/human/USA/IL-CDC-ASC210053426/2021	GenBank	EPI_ISL_1995023	B.1.526	Complete	29866	High	2/0/-/-/-	Homo Sapiens	2021-04-08	United States / Illinois	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:29	iota
18379	MZ210209	SARS-CoV-2/human/USA/FL-CDC-ASC210053609/2021	GenBank	EPI_ISL_1995091	B.1.526	Complete	29865	High	0/0/-/-/-	Homo Sapiens	2021-04-08	United States / Florida	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:29	iota
18381	MZ210221	SARS-CoV-2/human/USA/MI-CDC-ASC210053628/2021	GenBank	EPI_ISL_1995103	B.1.526	Complete	29888	High	0/0/-/-/-	Homo Sapiens	2021-04-09	United States / Michigan	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:26	iota
18383	MZ210244	SARS-CoV-2/human/USA/NY-CDC-ASC210053941/2021	GenBank	EPI_ISL_1995126	B.1.526	Complete	29863	High	0/0/-/-/-	Homo Sapiens	2021-04-09	United States / New York	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:28	iota
18384	MZ210253	SARS-CoV-2/human/USA/OR-CDC-ASC210053954/2021	GenBank	EPI_ISL_1995135	B.1.526	Complete	29885	High	0/0/-/-/-	Homo Sapiens	2021-04-09	United States / Oregon	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:28	iota
18385	MZ210257	SARS-CoV-2/human/USA/NJ-CDC-ASC210053960/2021	GenBank	EPI_ISL_1995139	B.1.526	Complete	29839	High	0/0/-/-/-	Homo Sapiens	2021-04-09	United States / New Jersey	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:27	iota
18389	MZ210298	SARS-CoV-2/human/USA/MI-CDC-ASC210054009/2021	GenBank	EPI_ISL_1995180	B.1.526	Complete	29893	High	0/0/-/-/-	Homo Sapiens	2021-04-09	United States / Michigan	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:26	iota
18391	MZ210347	SARS-CoV-2/human/USA/CO-CDC-ASC210054166/2021	GenBank	EPI_ISL_1995229	B.1.526	Complete	29864	High	0/0/-/-/-	Homo Sapiens	2021-04-09	United States / Colorado	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:23	iota
18393	MZ210368	SARS-CoV-2/human/USA/NJ-CDC-ASC210054193/2021	GenBank	EPI_ISL_1995250	B.1.526	Complete	29876	High	0/0/-/-/-	Homo Sapiens	2021-04-09	United States / New Jersey	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:27	iota
18403	MZ210500	SARS-CoV-2/human/USA/NC-CDC-ASC210057124/2021	GenBank	EPI_ISL_1995382	B.1.526	Complete	29889	High	0/0/-/-/-	Homo Sapiens	2021-04-10	United States / North Carolina	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:22	iota
18404	MZ210533	SARS-CoV-2/human/USA/MI-CDC-ASC210057169/2021	GenBank	EPI_ISL_1995415	B.1.526	Complete	29890	High	0/0/-/-/-	Homo Sapiens	2021-04-12	United States / Michigan	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:08	iota
18409	MZ210566	SARS-CoV-2/human/USA/NC-CDC-ASC210057211/2021	GenBank	EPI_ISL_1995448	B.1.526	Complete	29868	High	0/0/-/-/-	Homo Sapiens	2021-04-11	United States / North Carolina	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:15	iota
18415	MZ210627	SARS-CoV-2/human/USA/CO-CDC-ASC210057473/2021	GenBank	EPI_ISL_1995509	B.1.526	Complete	29858	High	0/0/-/-/-	Homo Sapiens	2021-04-10	United States / Colorado	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:17	iota
18417	MZ210637	SARS-CoV-2/human/USA/MI-CDC-ASC210054949/2021	GenBank	EPI_ISL_1995519	B.1.526	Complete	29889	High	0/0/-/-/-	Homo Sapiens	2021-04-09	United States / Michigan	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:26	iota
18418	MZ210640	SARS-CoV-2/human/USA/MI-CDC-ASC210054952/2021	GenBank	EPI_ISL_1995522	B.1.526	Complete	29885	High	0/0/-/-/-	Homo Sapiens	2021-04-09	United States / Michigan	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:26	iota
18419	MZ210644	SARS-CoV-2/human/USA/NJ-CDC-ASC210054959/2021	GenBank	EPI_ISL_1995526	B.1.526	Complete	29882	High	0/0/-/-/-	Homo Sapiens	2021-04-09	United States / New Jersey	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:27	iota
18424	MZ210699	SARS-CoV-2/human/USA/AL-CDC-ASC210055030/2021	GenBank	EPI_ISL_1995581	B.1.526	Complete	29867	High	0/0/-/-/-	Homo Sapiens	2021-04-05	United States / Alabama	NA	2021-05-10	NA	2021-05-14 01:27:40	2021-05-18 13:29:30	iota
18429	MZ210747	SARS-CoV-2/human/USA/NC-CDC-ASC210055089/2021	GenBank	EPI_ISL_1995629	B.1.526	Complete	29891	High	0/0/-/-/-	Homo Sapiens	2021-04-10	United States / North Carolina	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:22	iota
18431	MZ210780	SARS-CoV-2/human/USA/MN-CDC-ASC210055138/2021	GenBank	EPI_ISL_1995662	B.1.526	Complete	29884	High	0/0/-/-/-	Homo Sapiens	2021-04-09	United States / Minnesota	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:27	iota
18435	MZ210855	SARS-CoV-2/human/USA/FL-CDC-ASC210055253/2021	GenBank	EPI_ISL_1995737	B.1.526	Complete	29886	High	0/0/-/-/-	Homo Sapiens	2021-04-09	United States / Florida	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:25	iota
18439	MZ210898	SARS-CoV-2/human/USA/NJ-CDC-ASC210055314/2021	GenBank	EPI_ISL_1995780	B.1.526	Complete	29865	High	0/0/-/-/-	Homo Sapiens	2021-04-09	United States / New Jersey	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:27	iota
18444	MZ210970	SARS-CoV-2/human/USA/NJ-CDC-ASC210056067/2021	GenBank	EPI_ISL_1995852	B.1.526	Complete	29885	High	0/0/-/-/-	Homo Sapiens	2021-04-09	United States / New Jersey	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:28	iota
18446	MZ211001	SARS-CoV-2/human/USA/NJ-CDC-ASC210056206/2021	GenBank	EPI_ISL_1995883	B.1.526	Complete	29868	High	0/0/-/-/-	Homo Sapiens	2021-04-11	United States / New Jersey	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:15	iota
18448	MZ211037	SARS-CoV-2/human/USA/NJ-CDC-ASC210056248/2021	GenBank	EPI_ISL_1995919	B.1.526	Complete	29889	High	0/0/-/-/-	Homo Sapiens	2021-04-11	United States / New Jersey	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:15	iota
18456	MZ211092	SARS-CoV-2/human/USA/CO-CDC-ASC210057549/2021	GenBank	EPI_ISL_1995974	B.1.526	Complete	29843	High	0/0/-/-/-	Homo Sapiens	2021-04-10	United States / Colorado	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:17	iota
18466	MZ211164	SARS-CoV-2/human/USA/IN-CDC-ASC210056328/2021	GenBank	EPI_ISL_1996046	B.1.526	Complete	29891	High	0/0/-/-/-	Homo Sapiens	2021-04-11	United States / Indiana	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:13	iota
18468	MZ211192	SARS-CoV-2/human/USA/NY-CDC-ASC210056458/2021	GenBank	EPI_ISL_1996074	B.1.526	Complete	29883	High	0/0/-/-/-	Homo Sapiens	2021-04-11	United States / New York	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:15	iota
18470	MZ211251	SARS-CoV-2/human/USA/MA-CDC-ASC210056539/2021	GenBank	EPI_ISL_1996133	B.1.526	Complete	29866	High	0/0/-/-/-	Homo Sapiens	2021-04-11	United States / Massachusetts	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:13	iota
18473	MZ211276	SARS-CoV-2/human/USA/NJ-CDC-ASC210056765/2021	GenBank	EPI_ISL_1996158	B.1.526	Complete	29887	High	0/0/-/-/-	Homo Sapiens	2021-04-12	United States / New Jersey	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:09	iota
18478	MZ211333	SARS-CoV-2/human/USA/FL-CDC-ASC210057035/2021	GenBank	EPI_ISL_1996215	B.1.526	Complete	29856	High	3/0/-/-/-	Homo Sapiens	2021-04-12	United States / Florida	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:06	iota
18483	MZ211391	SARS-CoV-2/human/USA/MD-CDC-ASC210057113/2021	GenBank	EPI_ISL_1996273	B.1.526	Complete	29854	High	0/0/-/-/-	Homo Sapiens	2021-04-12	United States / Maryland	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:07	iota
18488	MZ211478	SARS-CoV-2/human/USA/IL-CDC-ASC210054714/2021	GenBank	EPI_ISL_1996360	B.1.526	Complete	29891	High	0/0/-/-/-	Homo Sapiens	2021-04-11	United States / Illinois	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:12	iota
18490	MZ211495	SARS-CoV-2/human/USA/IN-CDC-ASC210054733/2021	GenBank	EPI_ISL_1996377	B.1.526	Complete	29885	High	0/0/-/-/-	Homo Sapiens	2021-04-10	United States / Indiana	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:18	iota
18493	MZ211542	SARS-CoV-2/human/USA/GA-CDC-ASC210054793/2021	GenBank	EPI_ISL_1996424	B.1.526	Complete	29889	High	0/0/-/-/-	Homo Sapiens	2021-04-10	United States / Georgia	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:18	iota
18508	MZ211639	SARS-CoV-2/human/USA/NJ-CDC-ASC210055381/2021	GenBank	EPI_ISL_1996521	B.1.526	Complete	29863	High	0/0/-/-/-	Homo Sapiens	2021-04-09	United States / New Jersey	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:28	iota
18511	MZ211649	SARS-CoV-2/human/USA/DE-CDC-ASC210055397/2021	GenBank	EPI_ISL_1996531	B.1.526	Complete	29886	High	0/0/-/-/-	Homo Sapiens	2021-04-09	United States / Delaware	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:24	iota
18514	MZ211686	SARS-CoV-2/human/USA/MI-CDC-ASC210054897/2021	GenBank	EPI_ISL_1996568	B.1.526	Complete	29891	High	0/0/-/-/-	Homo Sapiens	2021-04-10	United States / Michigan	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:19	iota
18516	MZ211700	SARS-CoV-2/human/USA/CT-CDC-ASC210054914/2021	GenBank	EPI_ISL_1996582	B.1.526	Complete	29888	High	0/0/-/-/-	Homo Sapiens	2021-04-09	United States / Connecticut	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:24	iota
18518	MZ211705	SARS-CoV-2/human/USA/CT-CDC-ASC210054919/2021	GenBank	EPI_ISL_1996587	B.1.526	Complete	29891	High	0/0/-/-/-	Homo Sapiens	2021-04-09	United States / Connecticut	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:24	iota
18519	MZ211725	SARS-CoV-2/human/USA/WI-CDC-ASC210054942/2021	GenBank	EPI_ISL_1996607	B.1.526	Complete	29863	High	0/0/-/-/-	Homo Sapiens	2021-04-10	United States / Wisconsin	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:23	iota
18534	MZ211868	SARS-CoV-2/human/USA/MI-CDC-ASC210055605/2021	GenBank	EPI_ISL_1996750	B.1.526	Complete	29805	High	0/0/-/-/-	Homo Sapiens	2021-04-11	United States / Michigan	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:14	iota
18535	MZ211871	SARS-CoV-2/human/USA/PA-CDC-ASC210055608/2021	GenBank	EPI_ISL_1996753	B.1.526	Complete	29869	High	0/0/-/-/-	Homo Sapiens	2021-04-10	United States / Pennsylvania	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:22	iota
18540	MZ211947	SARS-CoV-2/human/USA/FL-CDC-ASC210054298/2021	GenBank	EPI_ISL_1996829	B.1.526	Complete	29863	High	0/0/-/-/-	Homo Sapiens	2021-04-09	United States / Florida	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:25	iota
18541	MZ211949	SARS-CoV-2/human/USA/GA-CDC-ASC210054304/2021	GenBank	EPI_ISL_1996831	B.1.526	Complete	29874	High	3/0/-/-/-	Homo Sapiens	2021-04-09	United States / Georgia	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:25	iota
18547	MZ211979	SARS-CoV-2/human/USA/CA-CDC-ASC210054343/2021	GenBank	EPI_ISL_1996861	B.1.526	Complete	29891	High	0/0/-/-/-	Homo Sapiens	2021-04-09	United States / California	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:23	iota
18551	MZ212021	SARS-CoV-2/human/USA/MD-CDC-ASC210054396/2021	GenBank	EPI_ISL_1996903	B.1.526	Complete	29888	High	0/0/-/-/-	Homo Sapiens	2021-04-09	United States / Maryland	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:26	iota
18553	MZ212044	SARS-CoV-2/human/USA/MD-CDC-ASC210054423/2021	GenBank	EPI_ISL_1996926	B.1.526	Complete	29860	High	0/0/-/-/-	Homo Sapiens	2021-04-09	United States / Maryland	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:26	iota
18554	MZ212048	SARS-CoV-2/human/USA/MD-CDC-ASC210054429/2021	GenBank	EPI_ISL_1996930	B.1.526	Complete	29891	High	0/0/-/-/-	Homo Sapiens	2021-04-09	United States / Maryland	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:26	iota
18555	MZ212058	SARS-CoV-2/human/USA/NJ-CDC-ASC210054442/2021	GenBank	EPI_ISL_1996940	B.1.526	Complete	29892	High	0/0/-/-/-	Homo Sapiens	2021-04-09	United States / New Jersey	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:27	iota
18556	MZ212076	SARS-CoV-2/human/USA/NJ-CDC-ASC210054460/2021	GenBank	EPI_ISL_1996958	B.1.526	Complete	29889	High	0/0/-/-/-	Homo Sapiens	2021-04-09	United States / New Jersey	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:27	iota
18557	MZ212077	SARS-CoV-2/human/USA/NJ-CDC-ASC210054461/2021	GenBank	EPI_ISL_1996959	B.1.526	Complete	29888	High	0/0/-/-/-	Homo Sapiens	2021-04-09	United States / New Jersey	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:27	iota
18561	MZ212112	SARS-CoV-2/human/USA/RI-CDC-ASC210054510/2021	GenBank	EPI_ISL_1996994	B.1.526	Complete	29865	High	0/0/-/-/-	Homo Sapiens	2021-04-08	United States / Rhode Island	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:30	iota
18565	MZ212159	SARS-CoV-2/human/USA/MI-CDC-ASC210054578/2021	GenBank	EPI_ISL_1997041	B.1.526	Complete	29862	High	0/0/-/-/-	Homo Sapiens	2021-04-09	United States / Michigan	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:26	iota
18570	MZ212214	SARS-CoV-2/human/USA/MD-CDC-ASC210054649/2021	GenBank	EPI_ISL_1997096	B.1.526	Complete	29888	High	0/0/-/-/-	Homo Sapiens	2021-04-09	United States / Maryland	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:26	iota
18571	MZ212227	SARS-CoV-2/human/USA/AZ-CDC-ASC210055697/2021	GenBank	EPI_ISL_1997109	B.1.526	Complete	29842	High	0/0/-/-/-	Homo Sapiens	2021-04-10	United States / Arizona	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:17	iota
18573	MZ212249	SARS-CoV-2/human/USA/FL-CDC-ASC210055729/2021	GenBank	EPI_ISL_1997131	B.1.526	Complete	29868	High	0/0/-/-/-	Homo Sapiens	2021-04-10	United States / Florida	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:18	iota
18575	MZ212267	SARS-CoV-2/human/USA/NY-CDC-ASC210055750/2021	GenBank	EPI_ISL_1997149	B.1.526	Complete	29884	High	0/0/-/-/-	Homo Sapiens	2021-04-10	United States / New York	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:22	iota
18589	MZ212397	SARS-CoV-2/human/USA/MI-CDC-ASC210055925/2021	GenBank	EPI_ISL_1997279	B.1.526	Complete	29890	High	0/0/-/-/-	Homo Sapiens	2021-04-10	United States / Michigan	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:21	iota
18591	MZ212409	SARS-CoV-2/human/USA/FL-CDC-ASC210055941/2021	GenBank	EPI_ISL_1997291	B.1.526	Complete	29882	High	0/0/-/-/-	Homo Sapiens	2021-04-06	United States / Florida	NA	2021-05-10	NA	2021-05-14 01:27:40	2021-05-18 13:29:30	iota
18593	MZ212437	SARS-CoV-2/human/USA/NC-CDC-ASC210055971/2021	GenBank	EPI_ISL_1997319	B.1.526	Complete	29877	High	0/0/-/-/-	Homo Sapiens	2021-04-11	United States / North Carolina	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:15	iota
18595	MZ212450	SARS-CoV-2/human/USA/NJ-CDC-ASC210056082/2021	GenBank	EPI_ISL_1997332	B.1.526	Complete	29888	High	0/0/-/-/-	Homo Sapiens	2021-04-10	United States / New Jersey	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:22	iota
18603	MZ212546	SARS-CoV-2/human/USA/CA-CDC-ASC210070252/2021	GenBank	EPI_ISL_1997428	B.1.526	Complete	29870	High	0/0/-/-/-	Homo Sapiens	2021-04-13	United States / California	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:28:59	iota
18606	MZ212556	SARS-CoV-2/human/USA/NJ-CDC-ASC210070263/2021	GenBank	EPI_ISL_1997438	B.1.526	Complete	29893	High	0/0/-/-/-	Homo Sapiens	2021-04-14	United States / New Jersey	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:28:56	iota
18611	MZ212622	SARS-CoV-2/human/USA/NC-CDC-ASC210070531/2021	GenBank	EPI_ISL_1997504	B.1.526	Complete	29885	High	0/0/-/-/-	Homo Sapiens	2021-04-13	United States / North Carolina	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:03	iota
18615	MZ212692	SARS-CoV-2/human/USA/NJ-CDC-ASC210070624/2021	GenBank	EPI_ISL_1997574	B.1.526	Complete	29843	High	0/0/-/-/-	Homo Sapiens	2021-04-14	United States / New Jersey	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:28:56	iota
18616	MZ212737	SARS-CoV-2/human/USA/IN-CDC-ASC210070677/2021	GenBank	EPI_ISL_1997619	B.1.526	Complete	29856	High	0/0/-/-/-	Homo Sapiens	2021-04-14	United States / Indiana	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:28:55	iota
18623	MZ212809	SARS-CoV-2/human/USA/MI-CDC-ASC210056910/2021	GenBank	EPI_ISL_1997691	B.1.526	Complete	29860	High	0/0/-/-/-	Homo Sapiens	2021-04-11	United States / Michigan	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:14	iota
18624	MZ212828	SARS-CoV-2/human/USA/MI-CDC-ASC210057227/2021	GenBank	EPI_ISL_1997710	B.1.526	Complete	29878	High	0/0/-/-/-	Homo Sapiens	2021-04-10	United States / Michigan	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:21	iota
18627	MZ212842	SARS-CoV-2/human/USA/CT-CDC-ASC210057242/2021	GenBank	EPI_ISL_1997724	B.1.526	Complete	29861	High	0/0/-/-/-	Homo Sapiens	2021-04-11	United States / Connecticut	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:12	iota
18631	MZ212879	SARS-CoV-2/human/USA/UT-CDC-ASC210057287/2021	GenBank	EPI_ISL_1997761	B.1.526	Complete	29836	High	0/0/-/-/-	Homo Sapiens	2021-04-12	United States / Utah	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:11	iota
18634	MZ212895	SARS-CoV-2/human/USA/CO-CDC-ASC210057307/2021	GenBank	EPI_ISL_1997777	B.1.526	Complete	29867	High	0/0/-/-/-	Homo Sapiens	2021-04-12	United States / Colorado	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:06	iota
18645	MZ212971	SARS-CoV-2/human/USA/PA-CDC-ASC210067205/2021	GenBank	EPI_ISL_1997853	B.1.526	Complete	29893	High	0/0/-/-/-	Homo Sapiens	2021-04-10	United States / Pennsylvania	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:22	iota
18649	MZ213032	SARS-CoV-2/human/USA/MI-CDC-ASC210067284/2021	GenBank	EPI_ISL_1997914	B.1.526	Complete	29890	High	0/0/-/-/-	Homo Sapiens	2021-04-12	United States / Michigan	NA	2021-05-10	NA	2021-05-14 01:27:39	2021-05-18 13:29:08	iota
