	Accession.ID	Virus.Strain.Name	Data.Source	Related.ID	Lineage	Nuc.Completeness	Sequence.Length	Sequence.Quality	Quality.Assessment	Host	Sample.Collection.Date	Location	Originating.Lab	Submission.Date	Submitting.Lab	Create.Time	Last.Update.Time	Variant
23643	MZ358789	SARS-CoV-2/human/USA/RI-CDC-2-4449581/2021	GenBank	EPI_ISL_2452256	P.1	Complete	29844	High	0/17/-/-/-	Homo sapiens	2021-05-12	United States / RI	 	2021-06-08	 	2021-06-10 13:24:57	2021-06-12 11:29:44	gamma
23644	MZ358796	SARS-CoV-2/human/USA/RI-CDC-2-4449663/2021	GenBank	EPI_ISL_2452268	P.1	Complete	29832	High	0/10/-/-/-	Homo sapiens	2021-05-13	United States / RI	 	2021-06-08	 	2021-06-10 13:24:57	2021-06-12 11:29:44	gamma
23652	MZ359701	SARS-CoV-2/human/USA/AK-PHL8442/2021	GenBank	EPI_ISL_2429085	P.1	Complete	29831	High	0/0/-/-/-	Homo sapiens	2021-04-26	United States / Alaska / Gulf Coast	 	2021-06-08	 	2021-06-10 13:24:57	2021-06-10 13:24:57	gamma
23653	MZ359705	SARS-CoV-2/human/USA/AK-PHL8448/2021	GenBank	EPI_ISL_2429091	P.1	Complete	29839	High	0/0/-/-/-	Homo sapiens	2021-04-27	United States / Alaska / Anchorage-Mat Su	 	2021-06-08	 	2021-06-10 13:24:57	2021-06-10 13:24:57	gamma
23678	MZ360024	SARS-CoV-2/human/USA/IL-CDC-QDX25284253/2021	GenBank	EPI_ISL_2463014	P.1	Complete	29777	High	0/0/-/-/-	Homo sapiens	2021-05-24	United States / Illinois	 	2021-06-09	 	2021-06-14 03:14:21	2021-06-14 03:14:21	gamma
23679	MZ360030	SARS-CoV-2/human/USA/MT-CDC-2-4451054/2021	GenBank	EPI_ISL_2463001	P.1	Complete	29827	High	0/0/-/-/-	Homo sapiens	2021-05-19	United States / MT	 	2021-06-09	 	2021-06-14 03:14:21	2021-06-14 03:14:21	gamma
23680	MZ360031	SARS-CoV-2/human/USA/IL-CDC-2-4451356/2021	GenBank	EPI_ISL_2463002	P.1	Complete	29851	High	0/0/-/-/-	Homo sapiens	2021-05-14	United States / IL	 	2021-06-09	 	2021-06-14 03:14:21	2021-06-14 03:14:21	gamma
23681	MZ360033	SARS-CoV-2/human/USA/IN-CDC-2-4449362/2021	GenBank	EPI_ISL_2463004	P.1	Complete	29791	High	0/11/-/-/-	Homo sapiens	2021-05-16	United States / IN	 	2021-06-09	 	2021-06-14 03:14:21	2021-06-14 03:14:21	gamma
23682	MZ360034	SARS-CoV-2/human/USA/RI-CDC-2-4451176/2021	GenBank	EPI_ISL_2463005	P.1	Complete	29856	High	0/0/-/-/-	Homo sapiens	2021-05-10	United States / RI	 	2021-06-09	 	2021-06-14 03:14:21	2021-06-14 03:14:21	gamma
23689	MZ360236	SARS-CoV-2/human/USA/CO-CDC-MMB08819997/2021	GenBank	EPI_ISL_2451027	P.1	Complete	29795	High	0/0/-/-/-	Homo sapiens	2021-05-15	United States / Colorado	 	2021-06-09	 	2021-06-14 03:14:21	2021-06-14 03:14:21	gamma
23690	MZ360238	SARS-CoV-2/human/USA/CO-CDC-MMB08818856/2021	GenBank	EPI_ISL_2451029	P.1	Complete	29795	High	1/0/-/-/-	Homo sapiens	2021-05-15	United States / Colorado	 	2021-06-09	 	2021-06-14 03:14:21	2021-06-14 03:14:21	gamma
23719	MZ360712	SARS-CoV-2/human/USA/WA-UW-67182/2021	GenBank	NA	P.1	Complete	29531	High	0/0/-/-/-	Homo sapiens	2021-03-13	United States	 	2021-06-09	 	2021-06-14 03:14:21	2021-06-14 03:14:21	gamma
23722	MZ360740	SARS-CoV-2/human/USA/WA-UW-67214/2021	GenBank	NA	P.1	Complete	29531	High	0/0/-/-/-	Homo sapiens	2021-03-12	United States	 	2021-06-09	 	2021-06-14 03:14:21	2021-06-14 03:14:21	gamma
23739	MZ361927	SARS-CoV-2/human/USA/OH-UHTL-943/2021	GenBank	NA	P.1	Complete	29906	High	0/0/-/-/-	Homo sapiens	2021-05-17	United States / Ohio	 	2021-06-09	 	2021-06-14 03:14:21	2021-06-14 03:14:21	gamma
23740	MZ361929	SARS-CoV-2/human/USA/OH-UHTL-945/2021	GenBank	NA	P.1	Complete	29906	High	0/0/-/-/-	Homo sapiens	2021-05-17	United States / Ohio	 	2021-06-09	 	2021-06-14 03:14:21	2021-06-14 03:14:21	gamma
23741	MZ361936	SARS-CoV-2/human/USA/OH-UHTL-952/2021	GenBank	NA	P.1	Complete	29906	High	0/0/-/-/-	Homo sapiens	2021-05-17	United States / Ohio	 	2021-06-09	 	2021-06-14 03:14:21	2021-06-14 03:14:21	gamma
23742	MZ361939	SARS-CoV-2/human/USA/OH-UHTL-955/2021	GenBank	NA	P.1	Complete	29906	High	0/0/-/-/-	Homo sapiens	2021-05-29	United States / Ohio	 	2021-06-09	 	2021-06-14 03:14:21	2021-06-14 03:14:21	gamma
23743	MZ361953	SARS-CoV-2/human/USA/OH-UHTL-965/2021	GenBank	NA	P.1	Complete	29906	High	0/0/-/-/-	Homo sapiens	2021-05-17	United States / Ohio	 	2021-06-09	 	2021-06-14 03:14:21	2021-06-14 03:14:21	gamma
23744	MZ361954	SARS-CoV-2/human/USA/OH-UHTL-966/2021	GenBank	NA	P.1	Complete	29906	High	0/0/-/-/-	Homo sapiens	2021-05-25	United States / Ohio	 	2021-06-09	 	2021-06-14 03:14:21	2021-06-14 03:14:21	gamma
23745	MZ361955	SARS-CoV-2/human/USA/OH-UHTL-967/2021	GenBank	NA	P.1	Complete	29906	High	0/0/-/-/-	Homo sapiens	2021-05-20	United States / Ohio	 	2021-06-09	 	2021-06-14 03:14:21	2021-06-14 03:14:21	gamma
23746	MZ361957	SARS-CoV-2/human/USA/OH-UHTL-969/2021	GenBank	NA	P.1	Complete	29906	High	0/0/-/-/-	Homo sapiens	2021-05-17	United States / Ohio	 	2021-06-09	 	2021-06-14 03:14:21	2021-06-14 03:14:21	gamma
23747	MZ361961	SARS-CoV-2/human/USA/OH-UHTL-973/2021	GenBank	NA	P.1	Complete	29906	High	0/0/-/-/-	Homo sapiens	2021-05-24	United States / Ohio	 	2021-06-09	 	2021-06-14 03:14:21	2021-06-14 03:14:21	gamma
23748	MZ361962	SARS-CoV-2/human/USA/OH-UHTL-974/2021	GenBank	NA	P.1	Complete	29906	High	0/0/-/-/-	Homo sapiens	2021-05-29	United States / Ohio	 	2021-06-09	 	2021-06-14 03:14:21	2021-06-14 03:14:21	gamma
23767	MZ362900	SARS-CoV-2/human/USA/UT-UPHL-210603066900/2021	GenBank	EPI_ISL_2456350	P.1	Complete	29805	High	0/0/-/-/-	Homo sapiens	2021-05-08	United States	 	2021-06-09	 	2021-06-14 03:14:21	2021-06-14 03:14:21	gamma
23774	MZ363039	SARS-CoV-2/human/USA/UT-UPHL-210603630583/2021	GenBank	EPI_ISL_2456321	P.1	Complete	29805	High	0/0/-/-/-	Homo sapiens	2021-05-13	United States	 	2021-06-09	 	2021-06-14 03:14:21	2021-06-14 03:14:21	gamma
23801	MZ363663	SARS-CoV-2/human/USA/PA-CDC-4143285-001/2021	GenBank	EPI_ISL_2467902	P.1	Complete	29798	High	0/1/-/-/-	Homo sapiens	2021-04-07	United States	 	2021-06-09	 	2021-06-14 03:14:21	2021-06-14 03:14:21	gamma
23849	MZ366702	SARS-CoV-2/human/USA/UT-UPHL-210528770322/2021	GenBank	EPI_ISL_2458487	P.1	Complete	29831	High	7/0/-/-/-	Homo sapiens	2021-05-17	United States	 	2021-06-10	 	2021-06-14 03:14:21	2021-06-14 03:14:21	gamma
23854	MZ367627	SARS-CoV-2/human/USA/MA-MASPHL-03841/2021	GenBank	EPI_ISL_2484935	P.1	Complete	29859	High	0/0/-/-/-	Homo sapiens	2021-05-13	United States	 	2021-06-10	 	2021-06-14 03:14:21	2021-06-17 10:05:11	gamma
23855	MZ367642	SARS-CoV-2/human/USA/MA-MASPHL-03865/2021	GenBank	EPI_ISL_2484937	P.1	Complete	29739	High	0/1/-/-/-	Homo sapiens	2021-05-20	United States	 	2021-06-10	 	2021-06-14 03:14:21	2021-06-17 10:05:11	gamma
23856	MZ367661	SARS-CoV-2/human/USA/MA-MASPHL-03811/2021	GenBank	EPI_ISL_2483790	P.1	Complete	29787	High	0/0/-/-/-	Homo sapiens	2021-05-15	United States	 	2021-06-10	 	2021-06-14 03:14:21	2021-06-17 10:05:11	gamma
23857	MZ367670	SARS-CoV-2/human/USA/MA-MASPHL-03822/2021	GenBank	EPI_ISL_2483799	P.1	Complete	29764	High	0/0/-/-/-	Homo sapiens	2021-05-08	United States	 	2021-06-10	 	2021-06-14 03:14:21	2021-06-17 10:05:11	gamma
23858	MZ367672	SARS-CoV-2/human/USA/MA-MASPHL-03824/2021	GenBank	EPI_ISL_2483801	P.1	Complete	29814	High	3/0/-/-/-	Homo sapiens	2021-05-14	United States	 	2021-06-10	 	2021-06-14 03:14:21	2021-06-17 10:05:11	gamma
23860	MZ367767	SARS-CoV-2/human/USA/WA-S7505/2021	GenBank	EPI_ISL_2489980	P.1	Complete	29643	High	1/0/-/-/-	Homo sapiens	2021-04-24	United States / Washington / Pierce County	 	2021-06-10	 	2021-06-14 03:14:21	2021-06-17 10:05:12	gamma
23861	MZ367773	SARS-CoV-2/human/USA/WA-S7511/2021	GenBank	EPI_ISL_2489986	P.1	Complete	29753	High	0/0/-/-/-	Homo sapiens	2021-04-25	United States / Washington / Pierce County	 	2021-06-10	 	2021-06-14 03:14:21	2021-06-17 10:05:12	gamma
23863	MZ367804	SARS-CoV-2/human/USA/WA-S7564/2021	GenBank	EPI_ISL_2490028	P.1	Complete	29645	High	0/0/-/-/-	Homo sapiens	2021-04-28	United States / Washington / King County	 	2021-06-10	 	2021-06-14 03:14:21	2021-06-17 10:05:12	gamma
23864	MZ367805	SARS-CoV-2/human/USA/WA-S7565/2021	GenBank	EPI_ISL_2490029	P.1	Complete	29661	High	0/0/-/-/-	Homo sapiens	2021-04-28	United States / Washington / King County	 	2021-06-10	 	2021-06-14 03:14:21	2021-06-17 10:05:12	gamma
23866	MZ367837	SARS-CoV-2/human/USA/WA-S7629/2021	GenBank	EPI_ISL_2490092	P.1	Complete	29674	High	0/0/-/-/-	Homo sapiens	2021-05-05	United States / Washington / King County	 	2021-06-10	 	2021-06-14 03:14:21	2021-06-17 10:05:11	gamma
23868	MZ368028	SARS-CoV-2/human/USA/WA-S7733/2021	GenBank	EPI_ISL_2490195	P.1	Complete	29643	High	0/0/-/-/-	Homo sapiens	2021-05-04	United States / Washington / Snohomish County	 	2021-06-10	 	2021-06-14 03:14:21	2021-06-17 10:05:11	gamma
23869	MZ368047	SARS-CoV-2/human/USA/WA-S7752/2021	GenBank	EPI_ISL_2490214	P.1	Complete	29660	High	0/0/-/-/-	Homo sapiens	2021-05-07	United States / Washington / Whatcom County	 	2021-06-10	 	2021-06-14 03:14:21	2021-06-17 10:05:11	gamma
23870	MZ368072	SARS-CoV-2/human/USA/WA-S7779/2021	GenBank	EPI_ISL_2490240	P.1	Complete	29671	High	0/0/-/-/-	Homo sapiens	2021-05-06	United States / Washington / Whatcom County	 	2021-06-10	 	2021-06-14 03:14:21	2021-06-17 10:05:11	gamma
23871	MZ368080	SARS-CoV-2/human/USA/WA-S7790/2021	GenBank	EPI_ISL_2490251	P.1	Complete	29674	High	7/0/-/-/-	Homo sapiens	2021-05-04	United States / Washington / Skagit County	 	2021-06-10	 	2021-06-14 03:14:21	2021-06-17 10:05:11	gamma
23882	MZ368224	SARS-CoV-2/human/USA/IL-CDC-ASC210013556/2021	GenBank	EPI_ISL_2482363	P.1	Complete	29887	High	0/0/-/-/-	Homo sapiens	2021-03-19	United States / Illinois	 	2021-06-10	 	2021-06-14 03:14:21	2021-06-17 10:05:27	gamma
23891	MZ368494	SARS-CoV-2/human/USA/TX-CDC-QDX25352570/2021	GenBank	EPI_ISL_2488820	P.1	Complete	29777	High	0/0/-/-/-	Homo sapiens	2021-05-28	United States / Texas	 	2021-06-10	 	2021-06-14 03:14:21	2021-06-17 10:05:10	gamma
23892	MZ368495	SARS-CoV-2/human/USA/MA-CDC-QDX25392385/2021	GenBank	EPI_ISL_2488821	P.1	Complete	29777	High	0/0/-/-/-	Homo sapiens	2021-05-27	United States / Massachusetts	 	2021-06-10	 	2021-06-14 03:14:21	2021-06-17 10:05:10	gamma
23893	MZ368496	SARS-CoV-2/human/USA/MA-CDC-QDX25392406/2021	GenBank	EPI_ISL_2488822	P.1	Complete	29777	High	0/0/-/-/-	Homo sapiens	2021-05-27	United States / Massachusetts	 	2021-06-10	 	2021-06-14 03:14:21	2021-06-17 10:05:10	gamma
23894	MZ368498	SARS-CoV-2/human/USA/CA-CDC-QDX25352634/2021	GenBank	EPI_ISL_2488824	P.1	Complete	29777	High	0/0/-/-/-	Homo sapiens	2021-05-26	United States / California	 	2021-06-10	 	2021-06-14 03:14:21	2021-06-17 10:05:10	gamma
23895	MZ368501	SARS-CoV-2/human/USA/MA-CDC-QDX25392427/2021	GenBank	EPI_ISL_2488827	P.1	Complete	29777	High	0/0/-/-/-	Homo sapiens	2021-05-28	United States / Massachusetts	 	2021-06-10	 	2021-06-14 03:14:21	2021-06-17 10:05:10	gamma
23896	MZ368512	SARS-CoV-2/human/USA/MA-CDC-QDX25392388/2021	GenBank	EPI_ISL_2488838	P.1	Complete	29777	High	0/0/-/-/-	Homo sapiens	2021-05-27	United States / Massachusetts	 	2021-06-10	 	2021-06-14 03:14:21	2021-06-17 10:05:10	gamma
23897	MZ368513	SARS-CoV-2/human/USA/TX-CDC-QDX25352517/2021	GenBank	EPI_ISL_2488839	P.1	Complete	29777	High	0/0/-/-/-	Homo sapiens	2021-05-27	United States / Texas	 	2021-06-10	 	2021-06-14 03:14:21	2021-06-17 10:05:10	gamma
23898	MZ368514	SARS-CoV-2/human/USA/ME-CDC-QDX25392399/2021	GenBank	EPI_ISL_2488840	P.1	Complete	29777	High	0/0/-/-/-	Homo sapiens	2021-05-27	United States / Maine	 	2021-06-10	 	2021-06-14 03:14:21	2021-06-17 10:05:10	gamma
23899	MZ368516	SARS-CoV-2/human/USA/MA-CDC-QDX25316428/2021	GenBank	EPI_ISL_2488842	P.1	Complete	29777	High	0/0/-/-/-	Homo sapiens	2021-05-25	United States / Massachusetts	 	2021-06-10	 	2021-06-14 03:14:21	2021-06-17 10:05:10	gamma
23900	MZ368519	SARS-CoV-2/human/USA/CA-CDC-QDX25316344/2021	GenBank	EPI_ISL_2488845	P.1	Complete	29777	High	0/0/-/-/-	Homo sapiens	2021-05-25	United States / California	 	2021-06-10	 	2021-06-14 03:14:21	2021-06-17 10:05:10	gamma
23901	MZ368525	SARS-CoV-2/human/USA/TX-CDC-QDX25352620/2021	GenBank	EPI_ISL_2488851	P.1	Complete	29777	High	0/0/-/-/-	Homo sapiens	2021-05-30	United States / Texas	 	2021-06-10	 	2021-06-14 03:14:21	2021-06-17 10:05:10	gamma
23902	MZ368526	SARS-CoV-2/human/USA/TX-CDC-QDX25352619/2021	GenBank	EPI_ISL_2488852	P.1	Complete	29777	High	0/0/-/-/-	Homo sapiens	2021-05-30	United States / Texas	 	2021-06-10	 	2021-06-14 03:14:21	2021-06-17 10:05:10	gamma
23903	MZ368530	SARS-CoV-2/human/USA/KS-CDC-QDX25352496/2021	GenBank	EPI_ISL_2488856	P.1	Complete	29777	High	0/0/-/-/-	Homo sapiens	2021-05-28	United States / Kansas	 	2021-06-10	 	2021-06-14 03:14:21	2021-06-17 10:05:10	gamma
23904	MZ368532	SARS-CoV-2/human/USA/CT-CDC-QDX25316396/2021	GenBank	EPI_ISL_2488858	P.1	Complete	29777	High	0/0/-/-/-	Homo sapiens	2021-05-25	United States / Connecticut	 	2021-06-10	 	2021-06-14 03:14:21	2021-06-17 10:05:10	gamma
23905	MZ368533	SARS-CoV-2/human/USA/WA-CDC-QDX25316340/2021	GenBank	EPI_ISL_2488859	P.1	Complete	29777	High	0/0/-/-/-	Homo sapiens	2021-05-24	United States / Washington	 	2021-06-10	 	2021-06-14 03:14:21	2021-06-17 10:05:10	gamma
23906	MZ368535	SARS-CoV-2/human/USA/TX-CDC-QDX25352606/2021	GenBank	EPI_ISL_2488861	P.1	Complete	29777	High	0/0/-/-/-	Homo sapiens	2021-05-29	United States / Texas	 	2021-06-10	 	2021-06-14 03:14:21	2021-06-17 10:05:10	gamma
23910	MZ371124	SARS-CoV-2/human/USA/RI-CDC-LC0065274/2021	GenBank	EPI_ISL_2480220	P.1	Complete	29584	High	0/0/-/-/-	Homo sapiens	2021-05-24	United States / Rhode Island	 	2021-06-10	 	2021-06-14 03:14:21	2021-06-17 10:05:23	gamma
23912	MZ371137	SARS-CoV-2/human/USA/VA-CDC-LC0065300/2021	GenBank	EPI_ISL_2480233	P.1	Complete	29678	High	0/0/-/-/-	Homo sapiens	2021-05-25	United States / Virginia	 	2021-06-10	 	2021-06-14 03:14:21	2021-06-17 10:05:21	gamma
23915	MZ371155	SARS-CoV-2/human/USA/FL-CDC-LC0065455/2021	GenBank	EPI_ISL_2480251	P.1	Complete	29709	High	0/0/-/-/-	Homo sapiens	2021-05-26	United States / Florida	 	2021-06-10	 	2021-06-14 03:14:21	2021-06-17 10:05:20	gamma
23917	MZ371176	SARS-CoV-2/human/USA/FL-CDC-LC0065457/2021	GenBank	EPI_ISL_2480272	P.1	Complete	29708	High	0/0/-/-/-	Homo sapiens	2021-05-26	United States / Florida	 	2021-06-10	 	2021-06-14 03:14:21	2021-06-17 10:05:20	gamma
23918	MZ371179	SARS-CoV-2/human/USA/FL-CDC-LC0065421/2021	GenBank	EPI_ISL_2480277	P.1	Complete	29678	High	0/0/-/-/-	Homo sapiens	2021-05-26	United States / Florida	 	2021-06-10	 	2021-06-14 03:14:21	2021-06-17 10:05:20	gamma
23924	MZ371231	SARS-CoV-2/human/USA/FL-CDC-LC0065513/2021	GenBank	EPI_ISL_2480368	P.1	Complete	29706	High	0/0/-/-/-	Homo sapiens	2021-05-27	United States / Florida	 	2021-06-10	 	2021-06-14 03:14:21	2021-06-17 10:05:18	gamma
23926	MZ371237	SARS-CoV-2/human/USA/FL-CDC-LC0065519/2021	GenBank	EPI_ISL_2480378	P.1	Complete	29647	High	0/0/-/-/-	Homo sapiens	2021-05-27	United States / Florida	 	2021-06-10	 	2021-06-14 03:14:21	2021-06-17 10:05:18	gamma
23933	MZ371324	SARS-CoV-2/human/USA/CT-CDC-LC0065682/2021	GenBank	EPI_ISL_2480509	P.1	Complete	29678	High	0/0/-/-/-	Homo sapiens	2021-05-27	United States / Connecticut	 	2021-06-10	 	2021-06-14 03:14:21	2021-06-17 10:05:18	gamma
23936	MZ371346	SARS-CoV-2/human/USA/FL-CDC-LC0065613/2021	GenBank	EPI_ISL_2480531	P.1	Complete	29700	High	0/0/-/-/-	Homo sapiens	2021-05-29	United States / Florida	 	2021-06-10	 	2021-06-14 03:14:21	2021-06-17 10:05:17	gamma
23943	MZ371368	SARS-CoV-2/human/USA/FL-CDC-LC0065630/2021	GenBank	EPI_ISL_2480553	P.1	Complete	29709	High	0/0/-/-/-	Homo sapiens	2021-05-30	United States / Florida	 	2021-06-10	 	2021-06-14 03:14:21	2021-06-17 10:05:17	gamma
23944	MZ371373	SARS-CoV-2/human/USA/DC-CDC-LC0065625/2021	GenBank	EPI_ISL_2480558	P.1	Complete	29709	High	0/0/-/-/-	Homo sapiens	2021-06-01	United States / District of Columbia	 	2021-06-10	 	2021-06-14 03:14:21	2021-06-17 10:05:17	gamma
23945	MZ371380	SARS-CoV-2/human/USA/VA-CDC-LC0065598/2021	GenBank	EPI_ISL_2480565	P.1	Complete	29709	High	0/0/-/-/-	Homo sapiens	2021-06-01	United States / Virginia	 	2021-06-10	 	2021-06-14 03:14:21	2021-06-17 10:05:17	gamma
23963	MZ371605	SARS-CoV-2/human/USA/SC-CDC-LC0066154/2021	GenBank	EPI_ISL_2480789	P.1	Complete	29709	High	0/0/-/-/-	Homo sapiens	2021-05-22	United States / South Carolina	 	2021-06-10	 	2021-06-14 03:14:21	2021-06-17 10:05:24	gamma
23964	MZ371606	SARS-CoV-2/human/USA/VA-CDC-LC0066440/2021	GenBank	EPI_ISL_2480790	P.1	Complete	29677	High	0/0/-/-/-	Homo sapiens	2021-05-22	United States / Virginia	 	2021-06-10	 	2021-06-14 03:14:21	2021-06-17 10:05:24	gamma
23969	MZ371674	SARS-CoV-2/human/USA/NC-CDC-LC0066106/2021	GenBank	EPI_ISL_2480858	P.1	Complete	29678	High	0/0/-/-/-	Homo sapiens	2021-05-24	United States / North Carolina	 	2021-06-10	 	2021-06-14 03:14:21	2021-06-17 10:05:23	gamma
23970	MZ371676	SARS-CoV-2/human/USA/NC-CDC-LC0065989/2021	GenBank	EPI_ISL_2480860	P.1	Complete	29645	High	0/0/-/-/-	Homo sapiens	2021-05-24	United States / North Carolina	 	2021-06-10	 	2021-06-14 03:14:21	2021-06-17 10:05:23	gamma
23977	MZ371786	SARS-CoV-2/human/USA/NC-CDC-LC0066427/2021	GenBank	EPI_ISL_2480970	P.1	Complete	29707	High	0/0/-/-/-	Homo sapiens	2021-05-26	United States / North Carolina	 	2021-06-10	 	2021-06-14 03:14:21	2021-06-17 10:05:20	gamma
23980	MZ371792	SARS-CoV-2/human/USA/NJ-CDC-LC0066311/2021	GenBank	EPI_ISL_2480976	P.1	Complete	29679	High	13/0/-/-/-	Homo sapiens	2021-05-27	United States / New Jersey	 	2021-06-10	 	2021-06-14 03:14:21	2021-06-17 10:05:19	gamma
23986	MZ371835	SARS-CoV-2/human/USA/NC-CDC-LC0066773/2021	GenBank	EPI_ISL_2481019	P.1	Complete	29645	High	0/0/-/-/-	Homo sapiens	2021-05-17	United States / North Carolina	 	2021-06-10	 	2021-06-14 03:14:21	2021-06-17 10:05:26	gamma
23988	MZ371860	SARS-CoV-2/human/USA/TN-CDC-LC0066778/2021	GenBank	EPI_ISL_2481044	P.1	Complete	29709	High	0/0/-/-/-	Homo sapiens	2021-05-17	United States / Tennessee	 	2021-06-10	 	2021-06-14 03:14:21	2021-06-17 10:05:26	gamma
23991	MZ371878	SARS-CoV-2/human/USA/NJ-CDC-LC0066652/2021	GenBank	EPI_ISL_2481062	P.1	Complete	29709	High	0/0/-/-/-	Homo sapiens	2021-05-20	United States / New Jersey	 	2021-06-10	 	2021-06-14 03:14:21	2021-06-17 10:05:24	gamma
23996	MZ371946	SARS-CoV-2/human/USA/NJ-CDC-LC0066681/2021	GenBank	EPI_ISL_2481130	P.1	Complete	29709	High	0/0/-/-/-	Homo sapiens	2021-05-22	United States / New Jersey	 	2021-06-10	 	2021-06-14 03:14:21	2021-06-17 10:05:23	gamma
23999	MZ371961	SARS-CoV-2/human/USA/NY-CDC-LC0066708/2021	GenBank	EPI_ISL_2481145	P.1	Complete	29709	High	0/0/-/-/-	Homo sapiens	2021-05-23	United States / New York	 	2021-06-10	 	2021-06-14 03:14:21	2021-06-17 10:05:23	gamma
24008	MZ372005	SARS-CoV-2/human/USA/DC-CDC-LC0066789/2021	GenBank	EPI_ISL_2481189	P.1	Complete	29709	High	0/0/-/-/-	Homo sapiens	2021-05-25	United States / District of Columbia	 	2021-06-10	 	2021-06-14 03:14:21	2021-06-17 10:05:21	gamma
24011	MZ372036	SARS-CoV-2/human/USA/NY-CDC-LC0066738/2021	GenBank	EPI_ISL_2481220	P.1	Complete	29529	High	0/0/-/-/-	Homo sapiens	2021-05-25	United States / New York	 	2021-06-10	 	2021-06-14 03:14:21	2021-06-17 10:05:21	gamma
24023	MZ372109	SARS-CoV-2/human/USA/NJ-CDC-LC0067184/2021	GenBank	EPI_ISL_2481293	P.1	Complete	29709	High	0/0/-/-/-	Homo sapiens	2021-05-27	United States / New Jersey	 	2021-06-10	 	2021-06-14 03:14:21	2021-06-14 03:14:21	gamma
24031	MZ372188	SARS-CoV-2/human/USA/VA-CDC-LC0066968/2021	GenBank	EPI_ISL_2481454	P.1	Complete	29709	High	0/0/-/-/-	Homo sapiens	2021-05-29	United States / Virginia	 	2021-06-10	 	2021-06-14 03:14:21	2021-06-14 03:14:21	gamma
24033	MZ372194	SARS-CoV-2/human/USA/VA-CDC-LC0067000/2021	GenBank	EPI_ISL_2481460	P.1	Complete	29645	High	0/0/-/-/-	Homo sapiens	2021-05-29	United States / Virginia	 	2021-06-10	 	2021-06-14 03:14:21	2021-06-14 03:14:21	gamma
24035	MZ372206	SARS-CoV-2/human/USA/NC-CDC-LC0066987/2021	GenBank	EPI_ISL_2481472	P.1	Complete	29679	High	0/0/-/-/-	Homo sapiens	2021-05-29	United States / North Carolina	 	2021-06-10	 	2021-06-14 03:14:21	2021-06-14 03:14:21	gamma
24039	MZ372248	SARS-CoV-2/human/USA/IN-CDC-LC0067516/2021	GenBank	EPI_ISL_2481514	P.1	Complete	29709	High	0/0/-/-/-	Homo sapiens	2021-05-21	United States / Indiana	 	2021-06-10	 	2021-06-14 03:14:21	2021-06-14 03:14:21	gamma
24045	MZ372345	SARS-CoV-2/human/USA/NM-CDC-LC0067974/2021	GenBank	EPI_ISL_2481612	P.1	Complete	29709	High	0/0/-/-/-	Homo sapiens	2021-05-24	United States / New Mexico	 	2021-06-10	 	2021-06-14 03:14:21	2021-06-14 03:14:21	gamma
24050	MZ372431	SARS-CoV-2/human/USA/NM-CDC-LC0067467/2021	GenBank	EPI_ISL_2481698	P.1	Complete	29646	High	0/0/-/-/-	Homo sapiens	2021-05-25	United States / New Mexico	 	2021-06-10	 	2021-06-14 03:14:21	2021-06-14 03:14:21	gamma
24051	MZ372439	SARS-CoV-2/human/USA/AZ-CDC-LC0067458/2021	GenBank	EPI_ISL_2481706	P.1	Complete	29708	High	0/0/-/-/-	Homo sapiens	2021-05-25	United States / Arizona	 	2021-06-10	 	2021-06-14 03:14:21	2021-06-14 03:14:21	gamma
24062	MZ372530	SARS-CoV-2/human/USA/WA-CDC-LC0067673/2021	GenBank	EPI_ISL_2481797	P.1	Complete	29709	High	0/0/-/-/-	Homo sapiens	2021-05-26	United States / Washington	 	2021-06-10	 	2021-06-14 03:14:21	2021-06-14 03:14:21	gamma
24064	MZ372580	SARS-CoV-2/human/USA/OK-CDC-LC0067702/2021	GenBank	EPI_ISL_2481847	P.1	Complete	29679	High	0/0/-/-/-	Homo sapiens	2021-05-27	United States / Oklahoma	 	2021-06-10	 	2021-06-14 03:14:21	2021-06-14 03:14:21	gamma
24065	MZ372590	SARS-CoV-2/human/USA/NV-CDC-LC0067713/2021	GenBank	EPI_ISL_2481857	P.1	Complete	29679	High	0/0/-/-/-	Homo sapiens	2021-05-27	United States / Nevada	 	2021-06-10	 	2021-06-14 03:14:21	2021-06-14 03:14:21	gamma
24066	MZ372625	SARS-CoV-2/human/USA/KY-CDC-LC0068428/2021	GenBank	EPI_ISL_2481892	P.1	Complete	29678	High	0/0/-/-/-	Homo sapiens	2021-05-24	United States / Kentucky	 	2021-06-10	 	2021-06-14 03:14:21	2021-06-17 10:05:22	gamma
24067	MZ372652	SARS-CoV-2/human/USA/WA-CDC-LC0068365/2021	GenBank	EPI_ISL_2481919	P.1	Complete	29646	High	0/0/-/-/-	Homo sapiens	2021-05-25	United States / Washington	 	2021-06-10	 	2021-06-14 03:14:21	2021-06-17 10:05:21	gamma
24075	MZ372697	SARS-CoV-2/human/USA/WA-CDC-LC0068660/2021	GenBank	EPI_ISL_2481965	P.1	Complete	29679	High	0/0/-/-/-	Homo sapiens	2021-05-26	United States / Washington	 	2021-06-10	 	2021-06-14 03:14:21	2021-06-17 10:05:20	gamma
