MZ535931.1 alpha_MZ535931.1
MW963746 alpha_MW963746
MW877070 alpha_MW877070
MZ212117 alpha_MZ212117
MZ068498 alpha_MZ068498
MZ211745 alpha_MZ211745
MZ268280 alpha_MZ268280
MZ054411 alpha_MZ054411
MZ372097 alpha_MZ372097
MZ434659.1 alpha_MZ434659.1
MZ053787 alpha_MZ053787
MZ179342 alpha_MZ179342
MZ001696 alpha_MZ001696
MZ322457 alpha_MZ322457
MZ454146.1 alpha_MZ454146.1
MZ056404 alpha_MZ056404
MZ270873 alpha_MZ270873
MW842408 alpha_MW842408
MZ184928 alpha_MZ184928
MZ358730 alpha_MZ358730
MZ499671.1 alpha_MZ499671.1
MZ010399 alpha_MZ010399
FR991194 alpha_FR991194
MW865150 alpha_MW865150
MZ188293 alpha_MZ188293
MZ279684 alpha_MZ279684
MW959823 alpha_MW959823
MW990755 alpha_MW990755
MZ171766 alpha_MZ171766
MZ187090 alpha_MZ187090
MZ349559 alpha_MZ349559
MZ448805.1 alpha_MZ448805.1
MZ073274 alpha_MZ073274
MZ152535 alpha_MZ152535
MZ237311 alpha_MZ237311
MZ281961 alpha_MZ281961
MW684649 alpha_MW684649
MZ512379.1 alpha_MZ512379.1
MW966530 alpha_MW966530
MZ193548 alpha_MZ193548
MZ271444 alpha_MZ271444
MZ145591 alpha_MZ145591
MZ181618 alpha_MZ181618
MZ360342 alpha_MZ360342
MZ045116 alpha_MZ045116
MZ436537.1 alpha_MZ436537.1
MW725605 alpha_MW725605
MZ433681.1 alpha_MZ433681.1
MZ405614.1 alpha_MZ405614.1
MW987983 alpha_MW987983
MW914091 alpha_MW914091
MZ291156 alpha_MZ291156
MZ212046 alpha_MZ212046
MZ253726 alpha_MZ253726
MZ316273 alpha_MZ316273
MW932620 alpha_MW932620
MZ353978 alpha_MZ353978
MZ278788 alpha_MZ278788
MZ383085 alpha_MZ383085
MZ153444 alpha_MZ153444
MZ228646 alpha_MZ228646
LC638684.1 alpha_LC638684.1
MZ058632 alpha_MZ058632
MZ126701 alpha_MZ126701
MZ192041 alpha_MZ192041
MZ319342 alpha_MZ319342
MZ022908 alpha_MZ022908
MW841917 alpha_MW841917
MZ100900 alpha_MZ100900
MZ307454 alpha_MZ307454
MZ097542 alpha_MZ097542
MZ538903.1 alpha_MZ538903.1
HG999879 alpha_HG999879
MZ038178 alpha_MZ038178
MZ539067.1 alpha_MZ539067.1
MZ498667.1 alpha_MZ498667.1
MW735424 alpha_MW735424
MZ166176 alpha_MZ166176
MZ253809 alpha_MZ253809
MZ392216 alpha_MZ392216
MZ213967 alpha_MZ213967
MZ349762 alpha_MZ349762
MW907853 alpha_MW907853
MZ274550 alpha_MZ274550
MZ007069 alpha_MZ007069
MZ006741 alpha_MZ006741
MZ252590 alpha_MZ252590
MZ253439 alpha_MZ253439
MW963943 alpha_MW963943
MZ154582 alpha_MZ154582
MZ462450.1 alpha_MZ462450.1
MW932397 alpha_MW932397
MZ065107 alpha_MZ065107
MZ010009 alpha_MZ010009
MZ266998 alpha_MZ266998
MZ163713 alpha_MZ163713
MZ061157 alpha_MZ061157
MZ281664 alpha_MZ281664
MZ331146 alpha_MZ331146
MW990997 alpha_MW990997
MZ279159 alpha_MZ279159
MZ500319.1 alpha_MZ500319.1
MZ533491.1 alpha_MZ533491.1
MZ036885 alpha_MZ036885
FR990281 alpha_FR990281
MZ281399 alpha_MZ281399
MZ342569 alpha_MZ342569
MZ149579 alpha_MZ149579
MZ215321 alpha_MZ215321
MZ378408 alpha_MZ378408
MZ030163 alpha_MZ030163
MZ070838 alpha_MZ070838
MW840984 alpha_MW840984
MZ186007 alpha_MZ186007
MZ213090 alpha_MZ213090
MZ328912 alpha_MZ328912
MZ013681 alpha_MZ013681
MZ279321 alpha_MZ279321
MZ530499.1 alpha_MZ530499.1
MZ512937.1 alpha_MZ512937.1
MZ154555 alpha_MZ154555
MZ070076 alpha_MZ070076
MW906666 alpha_MW906666
MZ167352 alpha_MZ167352
MZ131227 alpha_MZ131227
MZ319329 alpha_MZ319329
MZ317795 alpha_MZ317795
MW849658 alpha_MW849658
MZ023165 alpha_MZ023165
MZ453889.1 alpha_MZ453889.1
MZ537960.1 alpha_MZ537960.1
MZ270409 alpha_MZ270409
MW932418 alpha_MW932418
MW874929 alpha_MW874929
MZ245004 alpha_MZ245004
FR992354 alpha_FR992354
MZ388254 alpha_MZ388254
MW807971 alpha_MW807971
MW988824 alpha_MW988824
MW864695 alpha_MW864695
MZ237211 alpha_MZ237211
MW932547 alpha_MW932547
MZ455331.1 alpha_MZ455331.1
MZ132579 alpha_MZ132579
MZ020998 alpha_MZ020998
MZ278912 alpha_MZ278912
MZ161210 alpha_MZ161210
MZ288097 alpha_MZ288097
MZ240677 alpha_MZ240677
MZ187938 alpha_MZ187938
MZ284006 alpha_MZ284006
MZ015263 alpha_MZ015263
MZ163784 alpha_MZ163784
MW993064 alpha_MW993064
MZ211288 alpha_MZ211288
MW963851 alpha_MW963851
MZ238631 alpha_MZ238631
MZ227950 alpha_MZ227950
MZ240385 alpha_MZ240385
MZ231790 alpha_MZ231790
MZ320220 alpha_MZ320220
MZ274619 alpha_MZ274619
MZ023273 alpha_MZ023273
MZ392123 alpha_MZ392123
MZ161350 alpha_MZ161350
MZ149631 alpha_MZ149631
MZ385948 alpha_MZ385948
MZ252856 alpha_MZ252856
MZ187249 alpha_MZ187249
MZ167532 alpha_MZ167532
MZ166782 alpha_MZ166782
MZ007291 alpha_MZ007291
MZ059677 alpha_MZ059677
MZ255910 alpha_MZ255910
MW776932 alpha_MW776932
MW966145 alpha_MW966145
MW804735 alpha_MW804735
MZ141135 alpha_MZ141135
MW963418 alpha_MW963418
MZ414863.1 alpha_MZ414863.1
MZ217257 alpha_MZ217257
MW906470 alpha_MW906470
MZ358491 alpha_MZ358491
MZ232010 alpha_MZ232010
MZ319058 alpha_MZ319058
MZ225938 alpha_MZ225938
MZ280299 alpha_MZ280299
MZ450069.1 alpha_MZ450069.1
MW720766 alpha_MW720766
MZ086436 alpha_MZ086436
MW906239 alpha_MW906239
MZ037949 alpha_MZ037949
MZ068903 alpha_MZ068903
MW869564 alpha_MW869564
MZ255611 alpha_MZ255611
FR992505 alpha_FR992505
MZ414830.1 alpha_MZ414830.1
MZ271472 alpha_MZ271472
MZ401154.1 alpha_MZ401154.1
MZ453903.1 alpha_MZ453903.1
MZ337247 alpha_MZ337247
MZ321383 alpha_MZ321383
MZ073453 alpha_MZ073453
MZ454923.1 alpha_MZ454923.1
MZ076475 alpha_MZ076475
MZ070246 alpha_MZ070246
MW804733 alpha_MW804733
MZ342032 alpha_MZ342032
MZ436511.1 alpha_MZ436511.1
MZ088005 alpha_MZ088005
MZ059717 alpha_MZ059717
MZ245223 alpha_MZ245223
MZ086413 alpha_MZ086413
MZ045064 alpha_MZ045064
MZ201534 alpha_MZ201534
MZ256839 alpha_MZ256839
MW905149 alpha_MW905149
MZ244750 alpha_MZ244750
MZ256497 alpha_MZ256497
MZ533293.1 alpha_MZ533293.1
MW968466 alpha_MW968466
MZ035199 alpha_MZ035199
MZ006609 alpha_MZ006609
MZ462424.1 alpha_MZ462424.1
MZ232245 alpha_MZ232245
MZ194262 alpha_MZ194262
MW907164 alpha_MW907164
MZ368183 alpha_MZ368183
MZ307091 alpha_MZ307091
MZ307743 alpha_MZ307743
MW906105 alpha_MW906105
MZ035447 alpha_MZ035447
MZ455313.1 alpha_MZ455313.1
MZ501436.1 alpha_MZ501436.1
MZ184914 alpha_MZ184914
MW721338 alpha_MW721338
MW932144 alpha_MW932144
MZ371471 alpha_MZ371471
MW969451 alpha_MW969451
MZ275063 alpha_MZ275063
MZ023800 alpha_MZ023800
MZ282683 alpha_MZ282683
MZ060820 alpha_MZ060820
MZ153527 alpha_MZ153527
MZ296316 alpha_MZ296316
MZ371734 alpha_MZ371734
MZ007139 alpha_MZ007139
MW932267 alpha_MW932267
MW932546 alpha_MW932546
MZ168252 alpha_MZ168252
MZ253719 alpha_MZ253719
MZ317905 alpha_MZ317905
MZ190264 alpha_MZ190264
MZ467980.1 alpha_MZ467980.1
MZ032293 alpha_MZ032293
MZ306356 alpha_MZ306356
MZ161570 alpha_MZ161570
MZ163968 alpha_MZ163968
MW963971 alpha_MW963971
MZ056236 alpha_MZ056236
MW984501 alpha_MW984501
MZ532508.1 alpha_MZ532508.1
MZ256003 alpha_MZ256003
MZ211777 alpha_MZ211777
MZ500834.1 alpha_MZ500834.1
MZ306737 alpha_MZ306737
MW908689 alpha_MW908689
MZ076138 alpha_MZ076138
MZ021235 alpha_MZ021235
MZ028848 alpha_MZ028848
MZ013656 alpha_MZ013656
MZ498367.1 alpha_MZ498367.1
MZ384305 alpha_MZ384305
MZ555178.1 alpha_MZ555178.1
MZ030086 alpha_MZ030086
MZ237248 alpha_MZ237248
MW907906 alpha_MW907906
MZ444565.1 alpha_MZ444565.1
MZ009279 alpha_MZ009279
MZ256621 alpha_MZ256621
MZ142531 alpha_MZ142531
MW964162 alpha_MW964162
MZ060680 alpha_MZ060680
MW807949 alpha_MW807949
MW959642 alpha_MW959642
MZ006691 alpha_MZ006691
MZ412047.1 alpha_MZ412047.1
MZ239492 alpha_MZ239492
MZ243424 alpha_MZ243424
MZ202816 alpha_MZ202816
MZ385578 alpha_MZ385578
MZ000404 alpha_MZ000404
MZ045042 alpha_MZ045042
MZ280157 alpha_MZ280157
MW909238 alpha_MW909238
MZ318783 alpha_MZ318783
MZ316852 alpha_MZ316852
MW904671 alpha_MW904671
MZ024917 alpha_MZ024917
MZ185668 alpha_MZ185668
MZ212392 alpha_MZ212392
MZ493489.1 alpha_MZ493489.1
MZ340728 alpha_MZ340728
MZ064629 alpha_MZ064629
MZ145496 alpha_MZ145496
MZ195673 alpha_MZ195673
MW725710 alpha_MW725710
MZ246753 alpha_MZ246753
MZ283955 alpha_MZ283955
MZ045328 alpha_MZ045328
MZ187295 alpha_MZ187295
MZ035462 alpha_MZ035462
MZ451842.1 alpha_MZ451842.1
MZ201828 alpha_MZ201828
MZ195439 alpha_MZ195439
MZ270947 alpha_MZ270947
MZ298010 alpha_MZ298010
MZ363657 alpha_MZ363657
MZ278612 alpha_MZ278612
FR991549 alpha_FR991549
MZ010700 alpha_MZ010700
MZ100922 alpha_MZ100922
MZ210458 alpha_MZ210458
MZ261352 alpha_MZ261352
MZ415522.1 alpha_MZ415522.1
MZ349199 alpha_MZ349199
MZ142470 alpha_MZ142470
MZ187412 alpha_MZ187412
MZ354725 alpha_MZ354725
MZ291386 alpha_MZ291386
MZ210610 alpha_MZ210610
MZ316513 alpha_MZ316513
MW968245 alpha_MW968245
MZ196083 alpha_MZ196083
MZ397328.1 alpha_MZ397328.1
MZ163423 alpha_MZ163423
MZ212863 alpha_MZ212863
MZ275114 alpha_MZ275114
MW729269 alpha_MW729269
MZ009140 alpha_MZ009140
MZ371105 alpha_MZ371105
MW968111 alpha_MW968111
MW988958 alpha_MW988958
MZ006533 alpha_MZ006533
MW864955 alpha_MW864955
MZ279019 alpha_MZ279019
MZ498864.1 alpha_MZ498864.1
MZ090163 alpha_MZ090163
MW908185 alpha_MW908185
MZ022942 alpha_MZ022942
MW849799 alpha_MW849799
MZ454151.1 alpha_MZ454151.1
MW841894 alpha_MW841894
MZ390372 alpha_MZ390372
MZ532765.1 alpha_MZ532765.1
MZ006113 alpha_MZ006113
MZ145737 alpha_MZ145737
MZ163841 alpha_MZ163841
MW791671 alpha_MW791671
MZ376125 alpha_MZ376125
MW932277 alpha_MW932277
MZ083881 alpha_MZ083881
MZ315848 alpha_MZ315848
MW914153 alpha_MW914153
MZ048077 alpha_MZ048077
MZ237076 alpha_MZ237076
MZ255857 alpha_MZ255857
MZ462637.1 alpha_MZ462637.1
MZ432594.1 alpha_MZ432594.1
MZ530349.1 alpha_MZ530349.1
MZ085070 alpha_MZ085070
MZ341019 alpha_MZ341019
MZ283098 alpha_MZ283098
MZ035595 alpha_MZ035595
MZ512773.1 alpha_MZ512773.1
MZ536077.1 alpha_MZ536077.1
MZ270810 alpha_MZ270810
MZ321593 alpha_MZ321593
MZ429093.1 alpha_MZ429093.1
MZ412290.1 alpha_MZ412290.1
MZ201396 alpha_MZ201396
MZ163828 alpha_MZ163828
MZ253499 alpha_MZ253499
MZ085589 alpha_MZ085589
MZ085495 alpha_MZ085495
MZ011102 alpha_MZ011102
MW844317 alpha_MW844317
MW959901 alpha_MW959901
MZ001305 alpha_MZ001305
MZ006520 alpha_MZ006520
MZ240126 alpha_MZ240126
MW994302 alpha_MW994302
MZ180965 alpha_MZ180965
MZ166389 alpha_MZ166389
MZ378014 alpha_MZ378014
MZ181591 alpha_MZ181591
MZ172140 alpha_MZ172140
MW844907 alpha_MW844907
MZ254031 alpha_MZ254031
MZ362473 alpha_MZ362473
MZ242212 alpha_MZ242212
MZ500865.1 alpha_MZ500865.1
MZ434609.1 alpha_MZ434609.1
MZ214732 alpha_MZ214732
MZ101444 alpha_MZ101444
MW864613 alpha_MW864613
MZ472051.1 alpha_MZ472051.1
MZ029769 alpha_MZ029769
MZ394418.1 alpha_MZ394418.1
MW909005 alpha_MW909005
MZ284664 alpha_MZ284664
MZ491650.1 alpha_MZ491650.1
MW905541 alpha_MW905541
MZ035455 alpha_MZ035455
MZ376444 alpha_MZ376444
MZ056314 alpha_MZ056314
MZ274738 alpha_MZ274738
MZ071395 alpha_MZ071395
MZ156593 alpha_MZ156593
MZ131767 alpha_MZ131767
MZ167036 alpha_MZ167036
MW803429 alpha_MW803429
MZ100477 alpha_MZ100477
MW930985 alpha_MW930985
MZ214495 alpha_MZ214495
MZ477953.1 alpha_MZ477953.1
MW960520 alpha_MW960520
MZ083849 alpha_MZ083849
MZ064729 alpha_MZ064729
MZ267322 alpha_MZ267322
MZ132269 alpha_MZ132269
MW914594 alpha_MW914594
MZ163722 alpha_MZ163722
MZ171630 alpha_MZ171630
MZ434096.1 alpha_MZ434096.1
MZ201470 alpha_MZ201470
MZ023170 alpha_MZ023170
MZ073081 alpha_MZ073081
MZ210579 alpha_MZ210579
MW930888 alpha_MW930888
MZ454448.1 alpha_MZ454448.1
MZ141285 alpha_MZ141285
MZ357607 alpha_MZ357607
MZ321418 alpha_MZ321418
MZ024583 alpha_MZ024583
MZ203147 alpha_MZ203147
MW906309 alpha_MW906309
MZ143512 alpha_MZ143512
MZ232853 alpha_MZ232853
MZ021239 alpha_MZ021239
MZ146118 alpha_MZ146118
MZ074336 alpha_MZ074336
MW725900 alpha_MW725900
MZ228431 alpha_MZ228431
MW804654 alpha_MW804654
MW864621 alpha_MW864621
MZ211347 alpha_MZ211347
MZ371413 alpha_MZ371413
MZ164230 alpha_MZ164230
MW905749 alpha_MW905749
MZ140858 alpha_MZ140858
MZ260901 alpha_MZ260901
MZ061142 alpha_MZ061142
MZ322792 alpha_MZ322792
MW892475 alpha_MW892475
MZ362964 alpha_MZ362964
MZ493680.1 alpha_MZ493680.1
MZ031370 alpha_MZ031370
MZ505812.1 alpha_MZ505812.1
MW844320 alpha_MW844320
MW840386 alpha_MW840386
MZ278486 alpha_MZ278486
MZ491643.1 alpha_MZ491643.1
MZ153777 alpha_MZ153777
MZ294421 alpha_MZ294421
MZ212344 alpha_MZ212344
MZ143166 alpha_MZ143166
MZ415088.1 alpha_MZ415088.1
MZ282656 alpha_MZ282656
MW844359 alpha_MW844359
MZ131393 alpha_MZ131393
MZ203435 alpha_MZ203435
MZ237106 alpha_MZ237106
MZ372671 alpha_MZ372671
MT511069 alpha_MT511069
MZ033199 alpha_MZ033199
MZ210463 alpha_MZ210463
MZ348456 alpha_MZ348456
MW909573 alpha_MW909573
MZ318958 alpha_MZ318958
MW877735 alpha_MW877735
MZ212257 alpha_MZ212257
MZ283450 alpha_MZ283450
MZ293622 alpha_MZ293622
MW912123 alpha_MW912123
MZ283588 alpha_MZ283588
MZ341090 alpha_MZ341090
MZ089658 alpha_MZ089658
MZ133278 alpha_MZ133278
MZ194932 alpha_MZ194932
MW626557 alpha_MW626557
MZ024690 alpha_MZ024690
MZ166538 alpha_MZ166538
MZ029300 alpha_MZ029300
MZ376353 alpha_MZ376353
MZ415460.1 alpha_MZ415460.1
MZ074697 alpha_MZ074697
MZ246794 alpha_MZ246794
MZ143081 alpha_MZ143081
MZ454632.1 alpha_MZ454632.1
MZ455362.1 alpha_MZ455362.1
MW864834 alpha_MW864834
MW963360 alpha_MW963360
MZ280115 alpha_MZ280115
MZ293595 alpha_MZ293595
MZ412433.1 alpha_MZ412433.1
MZ414586.1 alpha_MZ414586.1
MW969313 alpha_MW969313
MW773694 alpha_MW773694
MZ186859 alpha_MZ186859
MZ038929 alpha_MZ038929
MZ280700 alpha_MZ280700
MZ180549 alpha_MZ180549
MW988493 alpha_MW988493
MW844338 alpha_MW844338
MZ306149 alpha_MZ306149
MZ566003.1 alpha_MZ566003.1
MZ390501 alpha_MZ390501
MZ454574.1 alpha_MZ454574.1
MZ012767 alpha_MZ012767
MZ022956 alpha_MZ022956
MZ342183 alpha_MZ342183
MZ271722 alpha_MZ271722
MW769718 alpha_MW769718
MZ018145 alpha_MZ018145
MZ318721 alpha_MZ318721
MZ320268 alpha_MZ320268
MZ074677 alpha_MZ074677
MZ083562 alpha_MZ083562
FR991943 alpha_FR991943
MZ214172 alpha_MZ214172
MZ069548 alpha_MZ069548
FR989824 alpha_FR989824
MZ193925 alpha_MZ193925
MW808096 alpha_MW808096
FR989826 alpha_FR989826
MZ154187 alpha_MZ154187
MZ284115 alpha_MZ284115
MW965959 alpha_MW965959
FR991510 alpha_FR991510
MZ060898 alpha_MZ060898
MW773562 alpha_MW773562
MZ295906 alpha_MZ295906
MZ013457 alpha_MZ013457
MW807883 alpha_MW807883
MZ001711 alpha_MZ001711
MZ193916 alpha_MZ193916
MZ271262 alpha_MZ271262
MZ290763 alpha_MZ290763
MZ195810 alpha_MZ195810
MZ035099 alpha_MZ035099
MZ045126 alpha_MZ045126
MZ349755 alpha_MZ349755
MW989125 alpha_MW989125
MZ239396 alpha_MZ239396
MW964005 alpha_MW964005
MZ180853 alpha_MZ180853
MZ307180 alpha_MZ307180
MZ448731.1 alpha_MZ448731.1
MZ539396.1 alpha_MZ539396.1
MZ071021 alpha_MZ071021
MZ255201 alpha_MZ255201
MZ053690 alpha_MZ053690
MW905124 alpha_MW905124
MZ075974 alpha_MZ075974
MZ432002.1 alpha_MZ432002.1
MZ086555 alpha_MZ086555
MZ142675 alpha_MZ142675
MZ201883 alpha_MZ201883
MW807849 alpha_MW807849
MW904942 alpha_MW904942
MZ059189 alpha_MZ059189
MZ143291 alpha_MZ143291
MZ163931 alpha_MZ163931
MZ565912.1 alpha_MZ565912.1
MZ282110 alpha_MZ282110
MZ281368 alpha_MZ281368
MZ453440.1 alpha_MZ453440.1
MZ131503 alpha_MZ131503
MZ171988 alpha_MZ171988
MZ227855 alpha_MZ227855
MZ341923 alpha_MZ341923
MZ163358 alpha_MZ163358
MW967415 alpha_MW967415
MZ035502 alpha_MZ035502
MZ360187 alpha_MZ360187
MZ213894 alpha_MZ213894
MZ161448 alpha_MZ161448
MZ214322 alpha_MZ214322
MZ360735 alpha_MZ360735
MZ288239 alpha_MZ288239
MW931319 alpha_MW931319
MW993704 alpha_MW993704
MZ252153 alpha_MZ252153
MZ471704.1 alpha_MZ471704.1
MZ372458 alpha_MZ372458
MZ498179.1 alpha_MZ498179.1
FR992918 alpha_FR992918
MZ082638 alpha_MZ082638
MZ231502 alpha_MZ231502
MZ281658 alpha_MZ281658
MZ024989 alpha_MZ024989
MZ149367 alpha_MZ149367
MZ217031 alpha_MZ217031
MW963698 alpha_MW963698
MZ283321 alpha_MZ283321
MW966162 alpha_MW966162
MW966456 alpha_MW966456
MZ038794 alpha_MZ038794
MZ070659 alpha_MZ070659
MZ246773 alpha_MZ246773
MZ074466 alpha_MZ074466
MZ333371 alpha_MZ333371
MZ454065.1 alpha_MZ454065.1
MW904798 alpha_MW904798
MZ188504 alpha_MZ188504
HG997089 alpha_HG997089
MZ275161 alpha_MZ275161
MZ231836 alpha_MZ231836
MZ315568 alpha_MZ315568
MZ363997 alpha_MZ363997
MW565854 alpha_MW565854
MZ166980 alpha_MZ166980
MZ392150 alpha_MZ392150
MW842150 alpha_MW842150
MZ006500 alpha_MZ006500
MW988750 alpha_MW988750
MZ533239.1 alpha_MZ533239.1
MZ293958 alpha_MZ293958
MZ060570 alpha_MZ060570
MZ539091.1 alpha_MZ539091.1
MW840889 alpha_MW840889
MW840899 alpha_MW840899
MZ037073 alpha_MZ037073
MZ371202 alpha_MZ371202
MZ181970 alpha_MZ181970
MZ173400 alpha_MZ173400
MZ279604 alpha_MZ279604
FR992574 alpha_FR992574
MZ131729 alpha_MZ131729
MZ194922 alpha_MZ194922
MZ186728 alpha_MZ186728
MZ163540 alpha_MZ163540
MW883130 alpha_MW883130
MZ059432 alpha_MZ059432
MZ316799 alpha_MZ316799
MZ536107.1 alpha_MZ536107.1
MW963879 alpha_MW963879
MZ179552 alpha_MZ179552
MW667009 alpha_MW667009
MZ166590 alpha_MZ166590
MZ349251 alpha_MZ349251
MW906121 alpha_MW906121
MZ231847 alpha_MZ231847
MW769731 alpha_MW769731
MZ390696 alpha_MZ390696
MZ270953 alpha_MZ270953
MZ163739 alpha_MZ163739
MZ237939 alpha_MZ237939
MW913488 alpha_MW913488
MZ069682 alpha_MZ069682
MZ469201.1 alpha_MZ469201.1
MZ266517 alpha_MZ266517
MZ283100 alpha_MZ283100
MZ173009 alpha_MZ173009
MZ167698 alpha_MZ167698
MZ530683.1 alpha_MZ530683.1
MZ154110 alpha_MZ154110
MZ341554 alpha_MZ341554
MZ436533.1 alpha_MZ436533.1
MW963596 alpha_MW963596
MZ085456 alpha_MZ085456
MZ373592 alpha_MZ373592
MZ037973 alpha_MZ037973
MZ538376.1 alpha_MZ538376.1
MW905096 alpha_MW905096
MZ212806 alpha_MZ212806
MZ173121 alpha_MZ173121
MZ477893.1 alpha_MZ477893.1
MZ454937.1 alpha_MZ454937.1
MZ076411 alpha_MZ076411
MZ131726 alpha_MZ131726
MZ454435.1 alpha_MZ454435.1
MZ010966 alpha_MZ010966
MZ186507 alpha_MZ186507
MW938598 alpha_MW938598
MZ037579 alpha_MZ037579
MW596237 alpha_MW596237
MW907813 alpha_MW907813
MZ316062 alpha_MZ316062
MZ010554 alpha_MZ010554
MW844182 alpha_MW844182
MZ090446 alpha_MZ090446
MZ163370 alpha_MZ163370
MZ213379 alpha_MZ213379
MZ278326 alpha_MZ278326
MZ414276.1 alpha_MZ414276.1
MW966470 alpha_MW966470
MW959419 alpha_MW959419
MZ133222 alpha_MZ133222
MZ152973 alpha_MZ152973
MZ243360 alpha_MZ243360
MW906086 alpha_MW906086
MZ163237 alpha_MZ163237
MZ497799.1 alpha_MZ497799.1
MZ390735 alpha_MZ390735
MW769756 alpha_MW769756
MZ100299 alpha_MZ100299
MZ207542 alpha_MZ207542
MZ226089 alpha_MZ226089
MZ228492 alpha_MZ228492
MZ226427 alpha_MZ226427
MZ315930 alpha_MZ315930
MZ283719 alpha_MZ283719
MZ213266 alpha_MZ213266
MW907903 alpha_MW907903
MZ085108 alpha_MZ085108
MZ035687 alpha_MZ035687
MZ184457 alpha_MZ184457
MZ315867 alpha_MZ315867
MZ211912 alpha_MZ211912
MZ085813 alpha_MZ085813
MZ270372 alpha_MZ270372
MZ520056.1 alpha_MZ520056.1
MZ254219 alpha_MZ254219
MW966006 alpha_MW966006
MW803614 alpha_MW803614
MW976781 alpha_MW976781
MW991034 alpha_MW991034
MW967509 alpha_MW967509
MZ341381 alpha_MZ341381
MZ284090 alpha_MZ284090
MZ195234 alpha_MZ195234
MZ328958 alpha_MZ328958
MZ142973 alpha_MZ142973
MZ271377 alpha_MZ271377
MW988679 alpha_MW988679
MZ046971 alpha_MZ046971
MZ003668 alpha_MZ003668
MZ432241.1 alpha_MZ432241.1
MW929937 alpha_MW929937
MZ185799 alpha_MZ185799
MZ321088 alpha_MZ321088
MW803375 alpha_MW803375
MZ217301 alpha_MZ217301
MZ500457.1 alpha_MZ500457.1
MW963991 alpha_MW963991
MZ071501 alpha_MZ071501
MZ455052.1 alpha_MZ455052.1
MZ030267 alpha_MZ030267
MZ284121 alpha_MZ284121
MZ271312 alpha_MZ271312
MZ185394 alpha_MZ185394
MZ410251.1 alpha_MZ410251.1
MW586658 alpha_MW586658
MW724498 alpha_MW724498
MZ180741 alpha_MZ180741
MW799807 alpha_MW799807
MZ153640 alpha_MZ153640
MZ188384 alpha_MZ188384
MZ210655 alpha_MZ210655
MZ037251 alpha_MZ037251
MZ037537 alpha_MZ037537
MZ181409 alpha_MZ181409
MW793658 alpha_MW793658
MZ538378.1 alpha_MZ538378.1
MW964078 alpha_MW964078
MZ181139 alpha_MZ181139
MZ171706 alpha_MZ171706
MZ184945 alpha_MZ184945
MZ194243 alpha_MZ194243
MZ451914.1 alpha_MZ451914.1
MZ281409 alpha_MZ281409
MZ075471 alpha_MZ075471
MZ341997 alpha_MZ341997
MZ059588 alpha_MZ059588
MW907826 alpha_MW907826
MZ159055 alpha_MZ159055
MZ281068 alpha_MZ281068
MZ058784 alpha_MZ058784
MZ146072 alpha_MZ146072
MW966774 alpha_MW966774
MZ015419 alpha_MZ015419
MZ434013.1 alpha_MZ434013.1
MW969017 alpha_MW969017
MZ284941 alpha_MZ284941
MW883164 alpha_MW883164
MZ211861 alpha_MZ211861
MZ216906 alpha_MZ216906
MZ450388.1 alpha_MZ450388.1
MW852086 alpha_MW852086
MW908302 alpha_MW908302
MZ238840 alpha_MZ238840
MW905598 alpha_MW905598
MZ386430 alpha_MZ386430
MZ025615 alpha_MZ025615
MZ288016 alpha_MZ288016
MZ449084.1 alpha_MZ449084.1
MZ231568 alpha_MZ231568
MZ061149 alpha_MZ061149
MZ318866 alpha_MZ318866
MZ555223.1 alpha_MZ555223.1
MZ075499 alpha_MZ075499
MZ015145 alpha_MZ015145
MZ085152 alpha_MZ085152
MZ455131.1 alpha_MZ455131.1
MZ491633.1 alpha_MZ491633.1
MW865640 alpha_MW865640
MW905494 alpha_MW905494
MZ492015.1 alpha_MZ492015.1
MZ167627 alpha_MZ167627
MZ034653 alpha_MZ034653
MZ009374 alpha_MZ009374
MZ030429 alpha_MZ030429
MZ008774 alpha_MZ008774
MZ211637 alpha_MZ211637
MZ451880.1 alpha_MZ451880.1
MZ477033.1 alpha_MZ477033.1
MZ434668.1 alpha_MZ434668.1
MW906363 alpha_MW906363
MZ194208 alpha_MZ194208
MZ192636 alpha_MZ192636
MW869067 alpha_MW869067
MZ074706 alpha_MZ074706
MZ288560 alpha_MZ288560
MZ320925 alpha_MZ320925
MZ357775 alpha_MZ357775
MW485302 alpha_MW485302
MZ214265 alpha_MZ214265
MZ360602 alpha_MZ360602
MZ343725 alpha_MZ343725
MZ375667 alpha_MZ375667
MZ083414 alpha_MZ083414
MZ254476 alpha_MZ254476
MZ180113 alpha_MZ180113
MZ207359 alpha_MZ207359
MZ320734 alpha_MZ320734
MZ029199 alpha_MZ029199
MZ143516 alpha_MZ143516
MZ371730 alpha_MZ371730
MZ532727.1 alpha_MZ532727.1
MZ320240 alpha_MZ320240
MZ048148 alpha_MZ048148
MZ254480 alpha_MZ254480
MZ154149 alpha_MZ154149
MZ287933 alpha_MZ287933
MZ025882 alpha_MZ025882
MZ228705 alpha_MZ228705
MZ451919.1 alpha_MZ451919.1
MZ475436.1 alpha_MZ475436.1
MZ161636 alpha_MZ161636
MZ280051 alpha_MZ280051
MZ283941 alpha_MZ283941
MZ061303 alpha_MZ061303
MZ233392 alpha_MZ233392
FR992109 alpha_FR992109
MZ186803 alpha_MZ186803
MZ520864.1 alpha_MZ520864.1
FR989616 alpha_FR989616
